segment_id,osm_way_id,road_name,highway_type,lanes,maxspeed_kmh,oneway,surface,lit,node_from_osm_id,lat_from,lon_from,node_to_osm_id,lat_to,lon_to,lat_center,lon_center,length_m,bearing_deg,has_signal_from,signal_from_osm_id,has_signal_to,signal_to_osm_id,is_way_entry,is_way_exit,segment_index_in_way,total_segments_in_way
253,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,2339926117,6.4300082,3.4192137,7736583595,6.4299662,3.4193688,6.429987199999999,3.4192912499999997,17.76,105.2,0,,0,,0,0,35,50
254,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,7736583595,6.4299662,3.4193688,2389029049,6.429723,3.4202772,6.4298446,3.419823,103.95,105.1,0,,0,,0,0,36,50
255,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,2389029049,6.429723,3.4202772,5246332239,6.4295887,3.420756,6.42965585,3.4205166,54.97,105.8,0,,0,,0,0,37,50
256,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,5246332239,6.4295887,3.420756,2339926116,6.4294311,3.4213232,6.4295099,3.4210396,65.08,105.6,0,,0,,0,0,38,50
257,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,2339926116,6.4294311,3.4213232,10175300416,6.4293421,3.4216928,6.429386600000001,3.421508,42.02,103.6,0,,0,,0,0,39,50
258,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,10175300416,6.4293421,3.4216928,2339926115,6.4292679,3.4220012,6.429305,3.421847,35.06,103.6,0,,0,,0,0,40,50
259,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,2339926115,6.4292679,3.4220012,5582731537,6.4292352,3.4222077,6.42925155,3.42210445,23.11,99.1,0,,0,,0,0,41,50
260,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,5582731537,6.4292352,3.4222077,7736524239,6.42922,3.4223253,6.4292276,3.4222665,13.1,97.4,0,,0,,0,0,42,50
261,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,7736524239,6.42922,3.4223253,5108265559,6.4292106,3.4223974,6.4292153,3.42236135,8.04,97.5,0,,0,,0,0,43,50
262,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,5108265559,6.4292106,3.4223974,2339926114,6.4291946,3.4225664,6.4292026,3.4224819,18.76,95.4,0,,0,,0,0,44,50
263,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,2339926114,6.4291946,3.4225664,10175309582,6.4291706,3.42276,6.4291826,3.4226631999999997,21.56,97.1,0,,0,,0,0,45,50
264,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,10175309582,6.4291706,3.42276,5902583246,6.4291602,3.4229238,6.4291654000000005,3.4228419,18.14,93.7,0,,0,,0,0,46,50
265,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,5902583246,6.4291602,3.4229238,2339926111,6.4291572,3.4232061,6.4291587,3.4230649499999997,31.19,90.6,0,,0,,0,0,47,50
266,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,2339926111,6.4291572,3.4232061,2339926113,6.4291634,3.4238783,6.4291602999999995,3.4235422,74.28,89.5,0,,1,31674708,0,0,48,50
267,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,2339926113,6.4291634,3.4238783,31674708,6.4291637,3.4239774,6.42916355,3.42392785,10.95,89.8,1,31674708,1,31674708,0,1,49,50
268,215492880,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,31700878,6.4365436,3.4241192,5396714431,6.4363338,3.4240649,6.4364387,3.4240920499999996,24.09,194.4,0,,0,,1,0,0,23
269,215492880,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,5396714431,6.4363338,3.4240649,95636559,6.4361245,3.4240106,6.43622915,3.42403775,24.03,194.5,0,,0,,0,0,1,23
270,215492880,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,95636559,6.4361245,3.4240106,95636597,6.4359952,3.423986,6.4360598499999995,3.4239983,14.63,190.7,0,,0,,0,0,2,23
271,215492880,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,95636597,6.4359952,3.423986,5396714434,6.4355967,3.4239364,6.435795949999999,3.4239612,44.65,187.1,0,,0,,0,0,3,23
272,215492880,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,5396714434,6.4355967,3.4239364,95636672,6.4353093,3.4239097,6.435453,3.42392305,32.09,185.3,0,,0,,0,0,4,23
273,215492880,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,95636672,6.4353093,3.4239097,5396714437,6.4349717,3.4238827,6.4351405,3.4238961999999997,37.66,184.5,0,,0,,0,0,5,23
274,215492880,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,5396714437,6.4349717,3.4238827,95636821,6.4345892,3.423876,6.43478045,3.42387935,42.54,181.0,0,,0,,0,0,6,23
275,215492880,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,95636821,6.4345892,3.423876,5582802504,6.4333738,3.4238948,6.4339815,3.4238853999999996,135.16,179.1,0,,0,,0,0,7,23
276,215492880,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,5582802504,6.4333738,3.4238948,5582802503,6.432345,3.4238908,6.4328594,3.4238928,114.4,180.2,0,,0,,0,0,8,23
277,215492880,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,5582802503,6.432345,3.4238908,5109668001,6.4311109,3.4238814,6.43172795,3.4238861,137.23,180.4,0,,1,5109667999,0,0,9,23
278,215492880,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,5109668001,6.4311109,3.4238814,5582802502,6.4306778,3.4238827,6.43089435,3.42388205,48.16,179.8,1,5109667999,1,5109668001,0,0,10,23
279,215492880,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,5582802502,6.4306778,3.4238827,95636900,6.4292447,3.423878,6.42996125,3.42388035,159.35,180.2,1,5109668001,1,31674708,0,0,11,23
280,215492880,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,95636900,6.4292447,3.423878,2339926113,6.4291634,3.4238783,6.42920405,3.42387815,9.04,179.8,1,31674708,1,31674708,0,0,12,23
281,215492880,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,2339926113,6.4291634,3.4238783,5582802501,6.428279,3.4238935,6.4287212,3.4238859,98.36,179.0,1,31674708,0,,0,0,13,23
282,215492880,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,5582802501,6.428279,3.4238935,5582802500,6.4275567,3.4238921,6.42791785,3.4238928,80.32,180.1,0,,0,,0,0,14,23
283,215492880,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,5582802500,6.4275567,3.4238921,95636908,6.4270814,3.4238935,6.4273190499999995,3.4238928,52.85,179.8,0,,1,36240967,0,0,15,23
284,215492880,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,95636908,6.4270814,3.4238935,5582802499,6.4262827,3.4239015,6.42668205,3.4238975,88.82,179.4,1,36240967,0,,0,0,16,23
285,215492880,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,5582802499,6.4262827,3.4239015,1289576527,6.4256523,3.4239055,6.4259675000000005,3.4239034999999998,70.1,179.6,0,,0,,0,0,17,23
286,215492880,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,1289576527,6.4256523,3.4239055,4708819230,6.424838,3.4239055,6.42524515,3.4239055,90.55,180.0,0,,0,,0,0,18,23
287,215492880,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,4708819230,6.424838,3.4239055,95636982,6.4240864,3.4238974,6.424462200000001,3.42390145,83.58,180.6,0,,0,,0,0,19,23
288,215492880,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,95636982,6.4240864,3.4238974,5582802498,6.4234454,3.4239069,6.4237659,3.42390215,71.28,179.2,0,,0,,0,0,20,23
289,215492880,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,5582802498,6.4234454,3.4239069,168581819,6.422731,3.4239055,6.4230882000000005,3.4239062000000002,79.44,180.1,0,,1,31674712,0,0,21,23
290,215492880,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,168581819,6.422731,3.4239055,95637019,6.4226458,3.4239089,6.4226884,3.4239072,9.48,177.7,1,31674712,1,31674712,0,1,22,23
291,215492893,Akin Adesola Street,primary,2,50,yes,asphalt,yes,31700906,6.4367071,3.4242604,1472121875,6.4370679,3.4243674,6.436887499999999,3.4243139,41.82,16.4,0,,0,,1,0,0,3
292,215492893,Akin Adesola Street,primary,2,50,yes,asphalt,yes,1472121875,6.4370679,3.4243674,5396714429,6.4373718,3.4244785,6.43721985,3.4244229500000003,35.95,20.0,0,,0,,0,0,1,3
293,215492893,Akin Adesola Street,primary,2,50,yes,asphalt,yes,5396714429,6.4373718,3.4244785,1472131511,6.437746,3.4246419,6.4375589,3.4245602,45.36,23.5,0,,0,,0,1,2,3
294,416084175,Akin Adesola Street,primary,2,50,yes,asphalt,yes,1472131511,6.437746,3.4246419,95636325,6.4380673,3.4247843,6.43790665,3.4247131,39.04,23.8,0,,0,,1,1,0,1
295,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,168574117,6.4222031,3.4135872,5622523770,6.4221951,3.4134396,6.4221991,3.4135134,16.33,266.9,0,,0,,1,0,0,46
296,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,5622523770,6.4221951,3.4134396,5588108881,6.4221287,3.4130386,6.4221619,3.4132391,44.92,260.5,0,,0,,0,0,1,46
297,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,5588108881,6.4221287,3.4130386,164464802,6.4220883,3.4126197,6.4221085,3.4128291500000003,46.5,264.5,0,,0,,0,0,2,46
298,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,164464802,6.4220883,3.4126197,164476479,6.4220874,3.4124887,6.4220878500000005,3.4125541999999998,14.48,269.6,0,,0,,0,0,3,46
299,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,164476479,6.4220874,3.4124887,168590117,6.4220994,3.4123532,6.4220934,3.41242095,15.03,275.1,0,,0,,0,0,4,46
300,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,168590117,6.4220994,3.4123532,168588861,6.4221407,3.4122178,6.42212005,3.4122855000000003,15.65,287.1,0,,0,,0,0,5,46
301,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,168588861,6.4221407,3.4122178,164462580,6.4221967,3.4120797,6.4221687,3.41214875,16.48,292.2,0,,0,,0,0,6,46
302,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,164462580,6.4221967,3.4120797,164472759,6.4223288,3.411841,6.42226275,3.41196035,30.19,299.1,0,,0,,0,0,7,46
303,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,164472759,6.4223288,3.411841,5588108879,6.4224565,3.4116733,6.42239265,3.4117571499999997,23.35,307.5,0,,0,,0,0,8,46
304,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,5588108879,6.4224565,3.4116733,13240035643,6.4224998,3.4116135,6.42247815,3.4116434,8.18,306.1,0,,0,,0,0,9,46
305,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,13240035643,6.4224998,3.4116135,168576565,6.4226245,3.4114413,6.42256215,3.4115273999999998,23.54,306.1,0,,0,,0,0,10,46
306,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,168576565,6.4226245,3.4114413,5588108880,6.4228204,3.4112187,6.42272245,3.41133,32.86,311.5,0,,0,,0,0,11,46
307,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,5588108880,6.4228204,3.4112187,4707949585,6.4231056,3.4109317,6.422963,3.4110752,44.85,315.0,0,,0,,0,0,12,46
308,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,4707949585,6.4231056,3.4109317,12974264276,6.4231268,3.4109135,6.423116200000001,3.4109226,3.1,319.5,0,,0,,0,0,13,46
309,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,12974264276,6.4231268,3.4109135,168577757,6.4233041,3.4107614,6.423215450000001,3.41083745,25.91,319.6,0,,0,,0,0,14,46
310,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,168577757,6.4233041,3.4107614,12974264267,6.4233293,3.4107428,6.4233167,3.4107521,3.48,323.7,0,,0,,0,0,15,46
311,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,12974264267,6.4233293,3.4107428,5196725569,6.423476,3.410634,6.42340265,3.4106883999999997,20.26,323.6,0,,0,,0,0,16,46
312,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,5196725569,6.423476,3.410634,5196725568,6.4235841,3.4105487,6.42353005,3.41059135,15.27,321.9,0,,0,,0,0,17,46
313,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,5196725568,6.4235841,3.4105487,164468513,6.4237909,3.4104128,6.4236875,3.41048075,27.46,326.9,0,,0,,0,0,18,46
314,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,164468513,6.4237909,3.4104128,5588108878,6.424197,3.4101793,6.42399395,3.41029605,52.01,330.3,0,,0,,0,0,19,46
315,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,5588108878,6.424197,3.4101793,12974264296,6.4245004,3.4100175,6.4243487,3.4100984,38.18,332.1,0,,0,,0,0,20,46
316,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,12974264296,6.4245004,3.4100175,164485452,6.4246335,3.4099465,6.42456695,3.4099820000000003,16.75,332.1,0,,0,,0,0,21,46
317,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,164485452,6.4246335,3.4099465,5622523781,6.4251925,3.4097086,6.424913,3.40982755,67.49,337.1,0,,0,,0,0,22,46
318,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,5622523781,6.4251925,3.4097086,168579823,6.4254235,3.4096232,6.425307999999999,3.4096659000000002,27.36,339.8,0,,0,,0,0,23,46
319,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,168579823,6.4254235,3.4096232,168578645,6.4260862,3.4093924,6.425754850000001,3.4095078,77.98,340.9,0,,0,,0,0,24,46
320,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,168578645,6.4260862,3.4093924,164466378,6.4268092,3.4092055,6.426447700000001,3.40929895,83.0,345.6,0,,0,,0,0,25,46
321,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,164466378,6.4268092,3.4092055,1652204840,6.4271919,3.4091147,6.427000550000001,3.4091601000000002,43.72,346.7,0,,0,,0,0,26,46
322,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,1652204840,6.4271919,3.4091147,164481369,6.4272879,3.4090943,6.4272399,3.4091044999999998,10.91,348.1,0,,0,,0,0,27,46
323,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,164481369,6.4272879,3.4090943,7920020886,6.4275879,3.4090499,6.427437899999999,3.4090721,33.72,351.6,0,,0,,0,0,28,46
324,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,7920020886,6.4275879,3.4090499,1598718026,6.4278943,3.4090046,6.4277411,3.40902725,34.44,351.6,0,,0,,0,0,29,46
325,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,1598718026,6.4278943,3.4090046,7920020888,6.4279969,3.4089911,6.4279456,3.40899785,11.51,352.6,0,,0,,0,0,30,46
326,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,7920020888,6.4279969,3.4089911,168586383,6.4282155,3.4089623,6.4281062,3.4089767,24.51,352.5,0,,0,,0,0,31,46
327,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,168586383,6.4282155,3.4089623,9515634813,6.4282618,3.4089588,6.42823865,3.4089605499999998,5.16,355.7,0,,0,,0,0,32,46
328,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,9515634813,6.4282618,3.4089588,5588108877,6.4286868,3.4089267,6.4284742999999995,3.40894275,47.39,355.7,0,,0,,0,0,33,46
329,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,5588108877,6.4286868,3.4089267,168589702,6.4292993,3.4088996,6.428993050000001,3.40891315,68.17,357.5,0,,0,,0,0,34,46
330,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,168589702,6.4292993,3.4088996,1480437277,6.4299169,3.4089006,6.4296081,3.4089001,68.67,0.1,0,,1,1480437222,0,0,35,46
331,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,1480437277,6.4299169,3.4089006,1480437222,6.4300156,3.4089,6.42996625,3.4089003,10.98,359.7,1,1480437222,1,1480437222,0,0,36,46
332,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,1480437222,6.4300156,3.4089,168584390,6.4309095,3.4088973,6.43046255,3.4088986500000003,99.4,359.8,1,1480437222,0,,0,0,37,46
333,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,168584390,6.4309095,3.4088973,10603251472,6.4310443,3.4088945,6.4309769,3.4088959,14.99,358.8,0,,0,,0,0,38,46
334,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,10603251472,6.4310443,3.4088945,5202654610,6.4311229,3.4088959,6.4310836,3.4088952,8.74,1.0,0,,0,,0,0,39,46
335,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,5202654610,6.4311229,3.4088959,168586209,6.4318116,3.4088855,6.43146725,3.4088906999999997,76.59,359.1,0,,0,,0,0,40,46
336,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,168586209,6.4318116,3.4088855,13304609528,6.4318512,3.4088857,6.4318314,3.4088855999999996,4.4,0.3,0,,0,,0,0,41,46
337,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,13304609528,6.4318512,3.4088857,164465711,6.4327639,3.4088906,6.43230755,3.40888815,101.49,0.3,0,,0,,0,0,42,46
338,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,164465711,6.4327639,3.4088906,31674720,6.4333098,3.408897,6.433036850000001,3.4088938,60.71,0.7,0,,0,,0,0,43,46
339,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,31674720,6.4333098,3.408897,31674732,6.4341027,3.408841,6.43370625,3.408869,88.38,356.0,0,,0,,0,0,44,46
340,505413824,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,31674732,6.4341027,3.408841,31674733,6.4346453,3.4087734,6.434374,3.4088072,60.79,352.9,0,,0,,0,1,45,46
341,525026796,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,31674711,6.4248354,3.4240021,5582802496,6.4256776,3.4239914,6.4252565,3.4239967499999997,93.66,359.3,0,,0,,1,0,0,28
342,525026796,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,5582802496,6.4256776,3.4239914,9409358994,6.426228,3.4239813,6.4259528,3.42398635,61.21,359.0,0,,0,,0,0,1,28
343,525026796,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,9409358994,6.426228,3.4239813,36240967,6.4270816,3.4239759,6.4266548,3.4239786,94.92,359.6,0,,1,36240967,0,0,2,28
344,525026796,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,36240967,6.4270816,3.4239759,12632857523,6.4273948,3.4239783,6.4272382,3.4239771,34.83,0.4,1,36240967,1,36240967,0,0,3,28
345,525026796,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,12632857523,6.4273948,3.4239783,12634845248,6.4279938,3.4239829,6.427694300000001,3.4239806,66.61,0.4,1,36240967,0,,0,0,4,28
346,525026796,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,12634845248,6.4279938,3.4239829,1289576525,6.4280391,3.4239833,6.42801645,3.4239831,5.04,0.5,0,,0,,0,0,5,28
347,525026796,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,1289576525,6.4280391,3.4239833,12632857527,6.4284683,3.4239748,6.4282537,3.42397905,47.73,358.9,0,,0,,0,0,6,28
348,525026796,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,12632857527,6.4284683,3.4239748,5622523777,6.4285815,3.4239726,6.428524899999999,3.4239737,12.59,358.9,0,,0,,0,0,7,28
349,525026796,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,5622523777,6.4285815,3.4239726,5194461468,6.4289472,3.423978,6.42876435,3.4239753,40.67,0.8,0,,1,31674708,0,0,8,28
350,525026796,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,5194461468,6.4289472,3.423978,5194461469,6.4290241,3.4239773,6.4289856499999996,3.42397765,8.55,359.5,1,31674708,1,31674708,0,0,9,28
351,525026796,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,5194461469,6.4290241,3.4239773,31674708,6.4291637,3.4239774,6.4290939,3.42397735,15.52,0.0,1,31674708,1,31674708,0,0,10,28
352,525026796,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,31674708,6.4291637,3.4239774,5902583245,6.4292452,3.4239777,6.42920445,3.42397755,9.06,0.2,1,31674708,1,31674708,0,0,11,28
353,525026796,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,5902583245,6.4292452,3.4239777,12632857535,6.4301001,3.4239775,6.4296726500000005,3.4239775999999997,95.06,360.0,1,31674708,0,,0,0,12,28
354,525026796,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,12632857535,6.4301001,3.4239775,12632857532,6.4302933,3.4239776,6.4301967,3.42397755,21.48,0.0,0,,0,,0,0,13,28
355,525026796,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,12632857532,6.4302933,3.4239776,12632857541,6.4303766,3.4239776,6.43033495,3.4239776,9.26,0.0,0,,0,,0,0,14,28
356,525026796,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,12632857541,6.4303766,3.4239776,12632857536,6.4305682,3.4239777,6.430472399999999,3.4239776500000003,21.3,0.0,0,,0,,0,0,15,28
357,525026796,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,12632857536,6.4305682,3.4239777,5109667999,6.4311413,3.423978,6.43085475,3.42397785,63.73,0.0,0,,1,5109667999,0,0,16,28
358,525026796,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,5109667999,6.4311413,3.423978,31674707,6.431298,3.4239794,6.43121965,3.4239787,17.42,0.5,1,5109667999,1,5109667999,0,0,17,28
359,525026796,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,31674707,6.431298,3.4239794,31701066,6.4346277,3.423969,6.43296285,3.4239742,370.25,359.8,1,5109667999,0,,0,0,18,28
360,525026796,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,31701066,6.4346277,3.423969,5396714436,6.434949,3.4239739,6.43478835,3.42397145,35.73,0.9,0,,0,,0,0,19,28
361,525026796,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,5396714436,6.434949,3.4239739,5396714435,6.4352119,3.4239897,6.435080449999999,3.4239818,29.29,3.4,0,,0,,0,0,20,28
362,525026796,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,5396714435,6.4352119,3.4239897,31701040,6.4354837,3.424015,6.4353478,3.42400235,30.35,5.3,0,,0,,0,0,21,28
363,525026796,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,31701040,6.4354837,3.424015,31701012,6.4356701,3.4240338,6.4355769,3.4240244,20.83,5.7,0,,0,,0,0,22,28
364,525026796,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,31701012,6.4356701,3.4240338,31700930,6.4358681,3.4240627,6.4357691,3.4240482500000002,22.25,8.3,0,,0,,0,0,23,28
365,525026796,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,31700930,6.4358681,3.4240627,31700918,6.436011,3.4240919,6.4359395500000005,3.4240773,16.21,11.5,0,,0,,0,0,24,28
366,525026796,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,31700918,6.436011,3.4240919,5396714432,6.4361914,3.4241238,6.4361011999999995,3.42410785,20.37,10.0,0,,0,,0,0,25,28
367,525026796,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,5396714432,6.4361914,3.4241238,5396714433,6.4364416,3.4241844,6.4363165,3.4241541,28.62,13.5,0,,0,,0,0,26,28
368,525026796,Akin Adesola Street,primary,2,50,yes,paving_stones,yes,5396714433,6.4364416,3.4241844,31700906,6.4367071,3.4242604,6.43657435,3.4242224,30.69,15.9,0,,0,,0,1,27,28
369,1061547106,Akin Adesola Street,primary,2,50,yes,asphalt,yes,31700864,6.4380904,3.4247024,1472121865,6.4377083,3.4245364,6.43789935,3.4246194,46.28,203.3,0,,0,,1,1,0,1
370,1067200369,Ahmadu Bello Way,trunk,2,50,yes,paved,yes,1472172469,6.4414862,3.4014842,31674778,6.4414047,3.4017058,6.44144545,3.401595,26.11,110.3,0,,0,,1,0,0,7
371,1067200369,Ahmadu Bello Way,trunk,2,50,yes,paved,yes,31674778,6.4414047,3.4017058,2429766008,6.4413689,3.4018069,6.4413868,3.40175635,11.86,109.6,0,,0,,0,0,1,7
372,1067200369,Ahmadu Bello Way,trunk,2,50,yes,paved,yes,2429766008,6.4413689,3.4018069,2245287706,6.4413317,3.4019119,6.4413503,3.4018594,12.32,109.6,0,,0,,0,0,2,7
373,1067200369,Ahmadu Bello Way,trunk,2,50,yes,paved,yes,2245287706,6.4413317,3.4019119,5244204646,6.441284,3.4020286,6.441307849999999,3.4019702499999998,13.94,112.4,0,,0,,0,0,3,7
374,1067200369,Ahmadu Bello Way,trunk,2,50,yes,paved,yes,5244204646,6.441284,3.4020286,2245287689,6.4412545,3.402101,6.4412692499999995,3.4020647999999998,8.65,112.3,0,,0,,0,0,4,7
375,1067200369,Ahmadu Bello Way,trunk,2,50,yes,paved,yes,2245287689,6.4412545,3.402101,1472172496,6.441171,3.4022744,6.44121275,3.4021877,21.29,115.9,0,,0,,0,0,5,7
376,1067200369,Ahmadu Bello Way,trunk,2,50,yes,paved,yes,1472172496,6.441171,3.4022744,1090910214,6.4411018,3.4023887,6.4411363999999995,3.40233155,14.79,121.4,0,,0,,0,1,6,7
