node_id,node_osm_id,lon,lat,road_name,is_signal,point_type
98,2245287638,3.4017508,6.4417522,Ahmadu Bello Way,0,intersection
99,2245287646,3.4017025,6.4417738,Ahmadu Bello Way,0,intersection
100,1472172494,3.4016258,6.4418108,Ahmadu Bello Way,0,intersection
101,1472172473,3.399004,6.4435004,Ahmadu Bello Way,0,entry
102,2245287684,3.399136,6.4433781,Ahmadu Bello Way,0,intersection
103,2245287734,3.3992323,6.4432963,Ahmadu Bello Way,0,intersection
104,2245287649,3.3995091,6.443082,Ahmadu Bello Way,0,intersection
105,2245287631,3.3996807,6.4429322,Ahmadu Bello Way,0,intersection
106,1090910148,3.3998622,6.4427527,Ahmadu Bello Way,0,intersection
107,35722423,3.4000894,6.4425212,Ahmadu Bello Way,0,intersection
108,1472172463,3.4002988,6.4422967,Ahmadu Bello Way,0,intersection
109,31674780,3.4004791,6.4421234,Ahmadu Bello Way,0,intersection
110,2245287614,3.400678,6.4419507,Ahmadu Bello Way,0,intersection
111,2245287727,3.4008582,6.4418086,Ahmadu Bello Way,0,intersection
112,1472172476,3.4010521,6.4416896,Ahmadu Bello Way,0,intersection
113,2245287712,3.4012583,6.4415864,Ahmadu Bello Way,0,intersection
114,31674744,3.4086674,6.4346389,Ahmadu Bello Way,0,entry
115,31674751,3.4087256,6.434284,Ahmadu Bello Way,0,intersection
116,31674726,3.4087752,6.4338056,Ahmadu Bello Way,0,intersection
117,1480437275,3.4087986,6.4332992,Ahmadu Bello Way,0,intersection
118,31674721,3.4088127,6.4322024,Ahmadu Bello Way,0,intersection
119,7739228541,3.4088083,6.4318458,Ahmadu Bello Way,0,intersection
120,7739228544,3.408804,6.4314999,Ahmadu Bello Way,0,intersection
121,1480437301,3.4087993,6.4311256,Ahmadu Bello Way,0,intersection
122,1480437237,3.4087993,6.4310476,Ahmadu Bello Way,0,intersection
123,5622523776,3.4087987,6.430015,Ahmadu Bello Way,1,exit
124,5902583248,3.4087993,6.4299162,Ahmadu Bello Way,1,entry
125,35722425,3.4087993,6.4293078,Ahmadu Bello Way,0,intersection
126,35722426,3.4088288,6.4286722,Ahmadu Bello Way,0,intersection
127,35722427,3.4088624,6.4281983,Ahmadu Bello Way,0,intersection
128,1598718022,3.4089012,6.4278859,Ahmadu Bello Way,0,intersection
129,35722428,3.4089442,6.4276244,Ahmadu Bello Way,0,intersection
130,7917057646,3.4089953,6.427355,Ahmadu Bello Way,0,intersection
131,35722429,3.40903,6.4271716,Ahmadu Bello Way,0,intersection
132,9532066831,3.4090492,6.42709,Ahmadu Bello Way,0,intersection
133,35722430,3.4091212,6.4267851,Ahmadu Bello Way,0,intersection
134,9532066821,3.4091571,6.426652,Ahmadu Bello Way,0,intersection
135,7917057644,3.4091886,6.4265349,Ahmadu Bello Way,0,intersection
136,35722431,3.4093159,6.4260629,Ahmadu Bello Way,0,intersection
137,7917057639,3.4095281,6.4254643,Ahmadu Bello Way,0,intersection
138,35722432,3.4095504,6.4254014,Ahmadu Bello Way,0,intersection
139,5622523782,3.4096416,6.4251645,Ahmadu Bello Way,0,intersection
140,35722433,3.4098337,6.4246737,Ahmadu Bello Way,0,intersection
141,35722434,3.4101015,6.424149,Ahmadu Bello Way,0,intersection
142,5588419189,3.410248,6.4238851,Ahmadu Bello Way,0,intersection
143,5588108889,3.4103121,6.4237759,Ahmadu Bello Way,0,intersection
144,5588108893,3.4105481,6.4234214,Ahmadu Bello Way,0,intersection
145,4707949584,3.4107117,6.4232215,Ahmadu Bello Way,0,intersection
146,35722435,3.4108995,6.4230069,Ahmadu Bello Way,0,intersection
147,5588108888,3.4111637,6.4227551,Ahmadu Bello Way,0,intersection
148,1652204774,3.411448,6.4225152,Ahmadu Bello Way,0,intersection
149,13240035644,3.4115097,6.4224694,Ahmadu Bello Way,0,intersection
150,31674717,3.4116052,6.4223986,Ahmadu Bello Way,0,intersection
151,31768446,3.411832,6.422248,Ahmadu Bello Way,0,intersection
152,31768449,3.4120233,6.4221314,Ahmadu Bello Way,0,intersection
153,31768452,3.4121935,6.4220571,Ahmadu Bello Way,0,intersection
154,6959043879,3.41227,6.422027,Ahmadu Bello Way,0,intersection
155,31768459,3.4123846,6.4220112,Ahmadu Bello Way,0,intersection
156,10170603386,3.412447,6.4220078,Ahmadu Bello Way,0,intersection
157,5588657960,3.4124769,6.4220062,Ahmadu Bello Way,0,intersection
158,31768464,3.4125182,6.4220039,Ahmadu Bello Way,0,intersection
159,31768608,3.4126427,6.4220067,Ahmadu Bello Way,0,intersection
160,31768605,3.412773,6.4220221,Ahmadu Bello Way,0,intersection
161,31768602,3.4129769,6.4220407,Ahmadu Bello Way,0,intersection
162,36240972,3.4134295,6.4221003,Ahmadu Bello Way,0,intersection
163,4019886799,3.4136037,6.4221194,Ahmadu Bello Way,0,intersection
164,31768613,3.4147994,6.4222486,Ahmadu Bello Way,0,intersection
165,31768617,3.4152903,6.4222846,Ahmadu Bello Way,0,intersection
166,5588108887,3.4159648,6.4223166,Ahmadu Bello Way,0,intersection
167,35722436,3.4174198,6.4223749,Ahmadu Bello Way,0,intersection
168,4707949582,3.4178974,6.4223979,Ahmadu Bello Way,0,intersection
169,4707949583,3.4189535,6.422451,Ahmadu Bello Way,0,intersection
170,13057419867,3.4192597,6.4224619,Ahmadu Bello Way,0,intersection
171,35722437,3.419896,6.4224844,Ahmadu Bello Way,0,intersection
172,4707949581,3.421686,6.4225472,Ahmadu Bello Way,0,intersection
173,4707949580,3.4233101,6.4226338,Ahmadu Bello Way,0,intersection
174,5588108886,3.4237446,6.4226404,Ahmadu Bello Way,1,intersection
175,95637019,3.4239089,6.4226458,Ahmadu Bello Way,1,exit
176,1472506608,3.4084922,6.4358232,Ahmadu Bello Way,0,entry
177,31674763,3.4083273,6.4362923,Ahmadu Bello Way,0,intersection
178,5588599659,3.4082052,6.4366068,Ahmadu Bello Way,0,intersection
179,55130805,3.4080389,6.436948,Ahmadu Bello Way,0,intersection
180,31674757,3.4077264,6.437477,Ahmadu Bello Way,0,intersection
181,5588599660,3.4075373,6.4377382,Ahmadu Bello Way,0,intersection
182,1472506553,3.4073791,6.4379155,Ahmadu Bello Way,0,intersection
183,31674769,3.4072437,6.4380385,Ahmadu Bello Way,0,intersection
184,31674733,3.4087734,6.4346453,Ahmadu Bello Way,0,entry
185,31674739,3.4086404,6.4352829,Ahmadu Bello Way,0,intersection
186,5588599656,3.408566,6.435566,Ahmadu Bello Way,0,intersection
187,168581819,3.4239055,6.422731,Ahmadu Bello Way,1,intersection
188,164470161,3.4233695,6.422708,Ahmadu Bello Way,0,intersection
189,5588108882,3.421977,6.4226418,Ahmadu Bello Way,0,intersection
190,12634845245,3.4207285,6.4225882,Ahmadu Bello Way,0,intersection
191,168579736,3.4206506,6.4225854,Ahmadu Bello Way,0,intersection
192,12634883333,3.4203127,6.4225737,Ahmadu Bello Way,0,intersection
193,6819802983,3.4196582,6.422551,Ahmadu Bello Way,0,intersection
194,6819841994,3.4192437,6.4225366,Ahmadu Bello Way,0,intersection
195,168574598,3.4191752,6.4225342,Ahmadu Bello Way,0,intersection
196,1598717904,3.417896,6.4224895,Ahmadu Bello Way,0,intersection
197,168581101,3.4177039,6.4224774,Ahmadu Bello Way,0,intersection
198,164466901,3.4155587,6.4223954,Ahmadu Bello Way,0,intersection
199,164482990,3.4148082,6.4223407,Ahmadu Bello Way,0,intersection
200,5588599658,3.4070371,6.438218,Ahmadu Bello Way,0,entry
201,31674771,3.4059204,6.4390005,Ahmadu Bello Way,0,intersection
202,4155392913,3.4046131,6.4398847,Ahmadu Bello Way,0,intersection
203,1472506636,3.4084016,6.4357899,Ahmadu Bello Way,0,entry
204,55130810,3.4085382,6.4352602,Ahmadu Bello Way,0,intersection
205,4707949579,3.4249449,6.4226724,Ahmadu Bello Way,0,intersection
206,5588108885,3.4251474,6.4226631,Ahmadu Bello Way,0,intersection
207,5588108884,3.425884,6.4226372,Ahmadu Bello Way,0,intersection
208,13302693632,3.4273017,6.4225802,Ahmadu Bello Way,0,intersection
209,5588599657,3.4069392,6.4381727,Ahmadu Bello Way,0,entry
210,31674765,3.4070949,6.438041,Ahmadu Bello Way,0,intersection
211,1472506552,3.4073352,6.4378194,Ahmadu Bello Way,0,intersection
212,1472506650,3.4075374,6.4375777,Ahmadu Bello Way,0,intersection
213,55130798,3.4077177,6.4373261,Ahmadu Bello Way,0,intersection
214,1472506629,3.4078861,6.4370318,Ahmadu Bello Way,0,intersection
215,55130802,3.4080666,6.4366595,Ahmadu Bello Way,0,intersection
216,31674764,3.4082302,6.4362602,Ahmadu Bello Way,0,intersection
217,1480437277,3.4089006,6.4299169,Adeola Odeku Street,1,intersection
218,10603251481,3.40915,6.4299169,Adeola Odeku Street,1,intersection
219,1480437199,3.4097522,6.4299202,Adeola Odeku Street,0,intersection
220,7736517658,3.4097963,6.4299212,Adeola Odeku Street,0,intersection
221,1480437289,3.409958,6.4299249,Adeola Odeku Street,0,intersection
222,7736517661,3.410037,6.429928,Adeola Odeku Street,0,intersection
223,11633851458,3.4100988,6.4299305,Adeola Odeku Street,0,intersection
224,5582731533,3.4101914,6.4299342,Adeola Odeku Street,0,intersection
225,1480437212,3.4103818,6.4299502,Adeola Odeku Street,0,intersection
226,1480437264,3.4105977,6.4299768,Adeola Odeku Street,0,intersection
227,5582731534,3.410807,6.4300221,Adeola Odeku Street,0,intersection
228,5673266186,3.4110244,6.4300798,Adeola Odeku Street,0,intersection
229,5246332225,3.4112719,6.4301603,Adeola Odeku Street,0,intersection
230,1480437223,3.4115951,6.4302802,Adeola Odeku Street,0,intersection
231,5246332227,3.4120186,6.4304311,Adeola Odeku Street,0,intersection
232,2339926121,3.4123316,6.4305173,Adeola Odeku Street,0,intersection
233,5246332228,3.4125598,6.4305632,Adeola Odeku Street,0,intersection
234,5246332230,3.4127792,6.4305864,Adeola Odeku Street,0,intersection
235,2339926125,3.4133171,6.4306172,Adeola Odeku Street,0,intersection
236,12974389319,3.4134543,6.4306174,Adeola Odeku Street,0,intersection
237,6811954043,3.4140873,6.4306183,Adeola Odeku Street,0,intersection
238,9515634412,3.4150904,6.4306196,Adeola Odeku Street,0,intersection
239,6811954038,3.4151468,6.4306197,Adeola Odeku Street,0,intersection
240,2339926123,3.4151937,6.4306198,Adeola Odeku Street,0,intersection
241,5246332235,3.4157696,6.4306176,Adeola Odeku Street,0,intersection
242,5246332232,3.4161298,6.4306085,Adeola Odeku Street,0,intersection
243,2389029051,3.4164825,6.4305912,Adeola Odeku Street,0,intersection
244,2339926124,3.4166119,6.4305805,Adeola Odeku Street,0,intersection
245,5582731535,3.4169633,6.4305339,Adeola Odeku Street,0,intersection
246,5582731536,3.4173764,6.4304686,Adeola Odeku Street,0,intersection
247,2339926120,3.4176003,6.4304253,Adeola Odeku Street,0,intersection
248,2339926118,3.418688,6.4301407,Adeola Odeku Street,0,intersection
249,10803390085,3.418896,6.4300883,Adeola Odeku Street,0,intersection
250,10803390089,3.4191448,6.4300256,Adeola Odeku Street,0,intersection
251,2339926117,3.4192137,6.4300082,Adeola Odeku Street,0,intersection
252,7736583595,3.4193688,6.4299662,Adeola Odeku Street,0,intersection
253,2389029049,3.4202772,6.429723,Adeola Odeku Street,0,intersection
254,5246332239,3.420756,6.4295887,Adeola Odeku Street,0,intersection
255,2339926116,3.4213232,6.4294311,Adeola Odeku Street,0,intersection
256,10175300416,3.4216928,6.4293421,Adeola Odeku Street,0,intersection
257,2339926115,3.4220012,6.4292679,Adeola Odeku Street,0,intersection
258,5582731537,3.4222077,6.4292352,Adeola Odeku Street,0,intersection
259,7736524239,3.4223253,6.42922,Adeola Odeku Street,0,intersection
260,5108265559,3.4223974,6.4292106,Adeola Odeku Street,0,intersection
261,2339926114,3.4225664,6.4291946,Adeola Odeku Street,0,intersection
262,10175309582,3.42276,6.4291706,Adeola Odeku Street,0,intersection
263,5902583246,3.4229238,6.4291602,Adeola Odeku Street,0,intersection
264,2339926111,3.4232061,6.4291572,Adeola Odeku Street,0,intersection
265,2339926113,3.4238783,6.4291634,Adeola Odeku Street,1,intersection
266,31700878,3.4241192,6.4365436,Akin Adesola Street,0,entry
267,5396714431,3.4240649,6.4363338,Akin Adesola Street,0,intersection
268,95636559,3.4240106,6.4361245,Akin Adesola Street,0,intersection
269,95636597,3.423986,6.4359952,Akin Adesola Street,0,intersection
270,5396714434,3.4239364,6.4355967,Akin Adesola Street,0,intersection
271,95636672,3.4239097,6.4353093,Akin Adesola Street,0,intersection
272,5396714437,3.4238827,6.4349717,Akin Adesola Street,0,intersection
273,95636821,3.423876,6.4345892,Akin Adesola Street,0,intersection
274,5582802504,3.4238948,6.4333738,Akin Adesola Street,0,intersection
275,5582802503,3.4238908,6.432345,Akin Adesola Street,0,intersection
276,5109668001,3.4238814,6.4311109,Akin Adesola Street,1,intersection
277,5582802502,3.4238827,6.4306778,Akin Adesola Street,1,intersection
278,5582802501,3.4238935,6.428279,Akin Adesola Street,0,intersection
279,5582802500,3.4238921,6.4275567,Akin Adesola Street,0,intersection
280,5582802499,3.4239015,6.4262827,Akin Adesola Street,0,intersection
281,1289576527,3.4239055,6.4256523,Akin Adesola Street,0,intersection
282,4708819230,3.4239055,6.424838,Akin Adesola Street,0,intersection
283,95636982,3.4238974,6.4240864,Akin Adesola Street,0,intersection
284,5582802498,3.4239069,6.4234454,Akin Adesola Street,0,intersection
285,31700906,3.4242604,6.4367071,Akin Adesola Street,0,entry
286,1472121875,3.4243674,6.4370679,Akin Adesola Street,0,intersection
287,5396714429,3.4244785,6.4373718,Akin Adesola Street,0,intersection
288,1472131511,3.4246419,6.437746,Akin Adesola Street,0,entry
289,168574117,3.4135872,6.4222031,Ahmadu Bello Way,0,entry
290,5622523770,3.4134396,6.4221951,Ahmadu Bello Way,0,intersection
291,5588108881,3.4130386,6.4221287,Ahmadu Bello Way,0,intersection
292,164464802,3.4126197,6.4220883,Ahmadu Bello Way,0,intersection
293,164476479,3.4124887,6.4220874,Ahmadu Bello Way,0,intersection
294,168590117,3.4123532,6.4220994,Ahmadu Bello Way,0,intersection
295,168588861,3.4122178,6.4221407,Ahmadu Bello Way,0,intersection
296,164462580,3.4120797,6.4221967,Ahmadu Bello Way,0,intersection
297,164472759,3.411841,6.4223288,Ahmadu Bello Way,0,intersection
298,5588108879,3.4116733,6.4224565,Ahmadu Bello Way,0,intersection
299,13240035643,3.4116135,6.4224998,Ahmadu Bello Way,0,intersection
300,168576565,3.4114413,6.4226245,Ahmadu Bello Way,0,intersection
301,5588108880,3.4112187,6.4228204,Ahmadu Bello Way,0,intersection
302,4707949585,3.4109317,6.4231056,Ahmadu Bello Way,0,intersection
303,12974264276,3.4109135,6.4231268,Ahmadu Bello Way,0,intersection
304,168577757,3.4107614,6.4233041,Ahmadu Bello Way,0,intersection
305,12974264267,3.4107428,6.4233293,Ahmadu Bello Way,0,intersection
306,5196725569,3.410634,6.423476,Ahmadu Bello Way,0,intersection
307,5196725568,3.4105487,6.4235841,Ahmadu Bello Way,0,intersection
308,164468513,3.4104128,6.4237909,Ahmadu Bello Way,0,intersection
309,5588108878,3.4101793,6.424197,Ahmadu Bello Way,0,intersection
310,12974264296,3.4100175,6.4245004,Ahmadu Bello Way,0,intersection
311,164485452,3.4099465,6.4246335,Ahmadu Bello Way,0,intersection
312,5622523781,3.4097086,6.4251925,Ahmadu Bello Way,0,intersection
313,168579823,3.4096232,6.4254235,Ahmadu Bello Way,0,intersection
314,168578645,3.4093924,6.4260862,Ahmadu Bello Way,0,intersection
315,164466378,3.4092055,6.4268092,Ahmadu Bello Way,0,intersection
316,1652204840,3.4091147,6.4271919,Ahmadu Bello Way,0,intersection
317,164481369,3.4090943,6.4272879,Ahmadu Bello Way,0,intersection
318,7920020886,3.4090499,6.4275879,Ahmadu Bello Way,0,intersection
319,1598718026,3.4090046,6.4278943,Ahmadu Bello Way,0,intersection
320,7920020888,3.4089911,6.4279969,Ahmadu Bello Way,0,intersection
321,168586383,3.4089623,6.4282155,Ahmadu Bello Way,0,intersection
322,9515634813,3.4089588,6.4282618,Ahmadu Bello Way,0,intersection
323,5588108877,3.4089267,6.4286868,Ahmadu Bello Way,0,intersection
324,168589702,3.4088996,6.4292993,Ahmadu Bello Way,0,intersection
325,168584390,3.4088973,6.4309095,Ahmadu Bello Way,0,intersection
326,10603251472,3.4088945,6.4310443,Ahmadu Bello Way,0,intersection
327,5202654610,3.4088959,6.4311229,Ahmadu Bello Way,0,intersection
328,168586209,3.4088855,6.4318116,Ahmadu Bello Way,0,intersection
329,13304609528,3.4088857,6.4318512,Ahmadu Bello Way,0,intersection
330,164465711,3.4088906,6.4327639,Ahmadu Bello Way,0,intersection
331,31674720,3.408897,6.4333098,Ahmadu Bello Way,0,intersection
332,31674732,3.408841,6.4341027,Ahmadu Bello Way,0,intersection
333,31674711,3.4240021,6.4248354,Akin Adesola Street,0,entry
334,5582802496,3.4239914,6.4256776,Akin Adesola Street,0,intersection
335,9409358994,3.4239813,6.426228,Akin Adesola Street,0,intersection
336,12632857523,3.4239783,6.4273948,Akin Adesola Street,1,intersection
337,12634845248,3.4239829,6.4279938,Akin Adesola Street,0,intersection
338,1289576525,3.4239833,6.4280391,Akin Adesola Street,0,intersection
339,12632857527,3.4239748,6.4284683,Akin Adesola Street,0,intersection
340,5622523777,3.4239726,6.4285815,Akin Adesola Street,0,intersection
341,5194461468,3.423978,6.4289472,Akin Adesola Street,1,intersection
342,5194461469,3.4239773,6.4290241,Akin Adesola Street,1,intersection
343,31674708,3.4239774,6.4291637,Akin Adesola Street,1,exit
344,12632857535,3.4239775,6.4301001,Akin Adesola Street,0,intersection
345,12632857532,3.4239776,6.4302933,Akin Adesola Street,0,intersection
346,12632857541,3.4239776,6.4303766,Akin Adesola Street,0,intersection
347,12632857536,3.4239777,6.4305682,Akin Adesola Street,0,intersection
348,5109667999,3.423978,6.4311413,Akin Adesola Street,1,intersection
349,31674707,3.4239794,6.431298,Akin Adesola Street,1,intersection
350,31701066,3.423969,6.4346277,Akin Adesola Street,0,intersection
351,5396714436,3.4239739,6.434949,Akin Adesola Street,0,intersection
352,5396714435,3.4239897,6.4352119,Akin Adesola Street,0,intersection
353,31701040,3.424015,6.4354837,Akin Adesola Street,0,intersection
354,31701012,3.4240338,6.4356701,Akin Adesola Street,0,intersection
355,31700930,3.4240627,6.4358681,Akin Adesola Street,0,intersection
356,31700918,3.4240919,6.436011,Akin Adesola Street,0,intersection
357,5396714432,3.4241238,6.4361914,Akin Adesola Street,0,intersection
358,5396714433,3.4241844,6.4364416,Akin Adesola Street,0,intersection
359,31700864,3.4247024,6.4380904,Akin Adesola Street,0,entry
360,1472172469,3.4014842,6.4414862,Ahmadu Bello Way,0,entry
361,31674778,3.4017058,6.4414047,Ahmadu Bello Way,0,intersection
362,2429766008,3.4018069,6.4413689,Ahmadu Bello Way,0,intersection
363,2245287706,3.4019119,6.4413317,Ahmadu Bello Way,0,intersection
364,5244204646,3.4020286,6.441284,Ahmadu Bello Way,0,intersection
365,2245287689,3.402101,6.4412545,Ahmadu Bello Way,0,intersection
366,1472172496,3.4022744,6.441171,Ahmadu Bello Way,0,intersection
367,36240960,3.4164839,6.4270623,Saka Tinubu Street,0,exit
368,1029527211,3.3982565,6.4442735,Ahmadu Bello Way,0,exit
369,31674715,3.427447,6.4226093,Ahmadu Bello Way,0,exit
370,95636325,3.4247843,6.4380673,Akin Adesola Street,0,exit
