segment_id,road_name,highway_type,lon_from,lat_from,lon_to,lat_to,lon_center,lat_center,length_m,bearing_deg,lanes,maxspeed_kmh,oneway,has_signal_from,has_signal_to,is_way_entry,is_way_exit,road_importance
173,Ahmadu Bello Way,trunk,3.4237446,6.4226404,3.4239089,6.4226458,3.42382675,6.4226431,18.16,88.1,2,50,yes,1,1,0,0,1
174,Ahmadu Bello Way,trunk,3.4239089,6.4226458,3.4240005,6.4226451,3.4239547,6.42264545,10.12,90.4,2,50,yes,1,1,0,1,1
175,Ahmadu Bello Way,trunk,3.4084922,6.4358232,3.4083273,6.4362923,3.40840975,6.43605775,55.25,340.7,2,50,yes,0,0,1,0,1
176,Ahmadu Bello Way,trunk,3.4083273,6.4362923,3.4082052,6.4366068,3.40826625,6.43644955,37.48,338.9,2,50,yes,0,0,0,0,1
177,Ahmadu Bello Way,trunk,3.4082052,6.4366068,3.4080389,6.436948,3.40812205,6.4367774,42.16,334.2,2,50,yes,0,0,0,0,1
178,Ahmadu Bello Way,trunk,3.4080389,6.436948,3.4077264,6.437477,3.4078826500000003,6.4372125,68.21,329.6,2,50,yes,0,0,0,0,1
179,Ahmadu Bello Way,trunk,3.4077264,6.437477,3.4075373,6.4377382,3.40763185,6.4376076,35.78,324.3,2,50,yes,0,0,0,0,1
180,Ahmadu Bello Way,trunk,3.4075373,6.4377382,3.4073791,6.4379155,3.4074582,6.43782685,26.35,318.4,2,50,yes,0,0,0,0,1
181,Ahmadu Bello Way,trunk,3.4073791,6.4379155,3.4072437,6.4380385,3.4073114,6.437977,20.27,312.4,2,50,yes,0,0,0,0,1
182,Ahmadu Bello Way,trunk,3.4072437,6.4380385,3.4070371,6.438218,3.4071404000000003,6.43812825,30.32,311.2,2,50,yes,0,0,0,1,1
183,Ahmadu Bello Way,trunk,3.4087734,6.4346453,3.4086404,6.4352829,3.4087069,6.4349641,72.4,348.3,2,50,yes,0,0,1,0,1
184,Ahmadu Bello Way,trunk,3.4086404,6.4352829,3.408566,6.435566,3.4086032,6.435424449999999,32.54,345.4,2,50,yes,0,0,0,0,1
185,Ahmadu Bello Way,trunk,3.408566,6.435566,3.4084922,6.4358232,3.4085291,6.4356946,29.74,344.1,2,50,yes,0,0,0,1,1
186,Ahmadu Bello Way,trunk,3.4239971,6.4227308,3.4239055,6.422731,3.4239513,6.4227309,10.12,270.1,2,50,yes,1,1,1,0,1
187,Ahmadu Bello Way,trunk,3.4239055,6.422731,3.4233695,6.422708,3.4236375,6.4227195,59.28,267.5,2,50,yes,1,0,0,0,1
188,Ahmadu Bello Way,trunk,3.4233695,6.422708,3.421977,6.4226418,3.42267325,6.4226749000000005,154.04,267.3,2,50,yes,0,0,0,0,1
189,Ahmadu Bello Way,trunk,3.421977,6.4226418,3.4207285,6.4225882,3.42135275,6.422615,138.08,267.5,2,50,yes,0,0,0,0,1
190,Ahmadu Bello Way,trunk,3.4207285,6.4225882,3.4206506,6.4225854,3.42068955,6.4225868,8.61,267.9,2,50,yes,0,0,0,0,1
191,Ahmadu Bello Way,trunk,3.4206506,6.4225854,3.4203127,6.4225737,3.42048165,6.42257955,37.36,268.0,2,50,yes,0,0,0,0,1
192,Ahmadu Bello Way,trunk,3.4203127,6.4225737,3.4196582,6.422551,3.4199854500000004,6.42256235,72.36,268.0,2,50,yes,0,0,0,0,1
193,Ahmadu Bello Way,trunk,3.4196582,6.422551,3.4192437,6.4225366,3.41945095,6.4225438,45.83,268.0,2,50,yes,0,0,0,0,1
194,Ahmadu Bello Way,trunk,3.4192437,6.4225366,3.4191752,6.4225342,3.4192094500000003,6.4225354,7.57,268.0,2,50,yes,0,0,0,0,1
195,Ahmadu Bello Way,trunk,3.4191752,6.4225342,3.417896,6.4224895,3.4185356,6.42251185,141.44,268.0,2,50,yes,0,0,0,0,1
196,Ahmadu Bello Way,trunk,3.417896,6.4224895,3.4177039,6.4224774,3.41779995,6.42248345,21.27,266.4,2,50,yes,0,0,0,0,1
197,Ahmadu Bello Way,trunk,3.4177039,6.4224774,3.4155587,6.4223954,3.4166313,6.4224364000000005,237.21,267.8,2,50,yes,0,0,0,0,1
198,Ahmadu Bello Way,trunk,3.4155587,6.4223954,3.4148082,6.4223407,3.41518345,6.42236805,83.15,265.8,2,50,yes,0,0,0,0,1
199,Ahmadu Bello Way,trunk,3.4148082,6.4223407,3.4135872,6.4222031,3.4141977,6.4222719,135.78,263.5,2,50,yes,0,0,0,1,1
200,Ahmadu Bello Way,trunk,3.4070371,6.438218,3.4059204,6.4390005,3.40647875,6.43860925,150.98,305.2,2,50,yes,0,0,1,0,1
201,Ahmadu Bello Way,trunk,3.4059204,6.4390005,3.4046131,6.4398847,3.40526675,6.4394426,174.73,304.2,2,50,yes,0,0,0,0,1
202,Ahmadu Bello Way,trunk,3.4046131,6.4398847,3.4041342,6.4402163,3.40437365,6.4400505,64.49,304.9,2,50,yes,0,0,0,1,1
203,Ahmadu Bello Way,trunk,3.4084016,6.4357899,3.4085382,6.4352602,3.4084699,6.43552505,60.8,165.6,2,50,yes,0,0,1,0,1
204,Ahmadu Bello Way,trunk,3.4085382,6.4352602,3.4086674,6.4346389,3.4086028,6.434949550000001,70.54,168.3,2,50,yes,0,0,0,1,1
205,Ahmadu Bello Way,trunk,3.4240005,6.4226451,3.4249449,6.4226724,3.4244727,6.42265875,104.4,88.3,2,50,yes,1,0,1,0,1
206,Ahmadu Bello Way,trunk,3.4249449,6.4226724,3.4251474,6.4226631,3.42504615,6.4226677500000005,22.4,92.6,2,50,yes,0,0,0,0,1
207,Ahmadu Bello Way,trunk,3.4251474,6.4226631,3.425884,6.4226372,3.4255157,6.42265015,81.44,92.0,2,50,yes,0,0,0,0,1
208,Ahmadu Bello Way,trunk,3.425884,6.4226372,3.4273017,6.4225802,3.42659285,6.4226087,156.78,92.3,2,50,yes,0,0,0,0,1
209,Ahmadu Bello Way,trunk,3.4273017,6.4225802,3.427447,6.4226093,3.42737435,6.42259475,16.38,78.6,2,50,yes,0,0,0,1,1
210,Ahmadu Bello Way,trunk,3.4069392,6.4381727,3.4070949,6.438041,3.4070170500000003,6.4381068500000005,22.59,130.4,2,50,yes,0,0,1,0,1
211,Ahmadu Bello Way,trunk,3.4070949,6.438041,3.4073352,6.4378194,3.40721505,6.4379302,36.22,132.9,2,50,yes,0,0,0,0,1
212,Ahmadu Bello Way,trunk,3.4073352,6.4378194,3.4075374,6.4375777,3.4074363,6.43769855,34.95,140.3,2,50,yes,0,0,0,0,1
213,Ahmadu Bello Way,trunk,3.4075374,6.4375777,3.4077177,6.4373261,3.40762755,6.4374519,34.35,144.5,2,50,yes,0,0,0,0,1
214,Ahmadu Bello Way,trunk,3.4077177,6.4373261,3.4078861,6.4370318,3.4078019,6.43717895,37.64,150.4,2,50,yes,0,0,0,0,1
215,Ahmadu Bello Way,trunk,3.4078861,6.4370318,3.4080666,6.4366595,3.40797635,6.43684565,45.95,154.3,2,50,yes,0,0,0,0,1
216,Ahmadu Bello Way,trunk,3.4080666,6.4366595,3.4082302,6.4362602,3.4081484,6.43645985,47.94,157.8,2,50,yes,0,0,0,0,1
217,Ahmadu Bello Way,trunk,3.4082302,6.4362602,3.4084016,6.4357899,3.4083159,6.43602505,55.62,160.1,2,50,yes,0,0,0,1,1
218,Adeola Odeku Street,secondary,3.4087993,6.4299162,3.4089006,6.4299169,3.40884995,6.42991655,11.19,89.6,2,50,yes,1,1,1,0,3
219,Adeola Odeku Street,secondary,3.4089006,6.4299169,3.40915,6.4299169,3.4090253,6.4299169,27.56,90.0,2,50,yes,1,1,0,0,3
220,Adeola Odeku Street,secondary,3.40915,6.4299169,3.4097522,6.4299202,3.4094511,6.42991855,66.54,89.7,2,50,yes,1,0,0,0,3
221,Adeola Odeku Street,secondary,3.4097522,6.4299202,3.4097963,6.4299212,3.40977425,6.4299207,4.87,88.7,2,50,yes,0,0,0,0,3
222,Adeola Odeku Street,secondary,3.4097963,6.4299212,3.409958,6.4299249,3.40987715,6.429923049999999,17.87,88.7,2,50,yes,0,0,0,0,3
223,Adeola Odeku Street,secondary,3.409958,6.4299249,3.410037,6.429928,3.4099975,6.42992645,8.74,87.7,2,50,yes,0,0,0,0,3
224,Adeola Odeku Street,secondary,3.410037,6.429928,3.4100988,6.4299305,3.4100679,6.429929250000001,6.83,87.7,2,50,yes,0,0,0,0,3
225,Adeola Odeku Street,secondary,3.4100988,6.4299305,3.4101914,6.4299342,3.4101451000000003,6.42993235,10.24,87.7,2,50,yes,0,0,0,0,3
226,Adeola Odeku Street,secondary,3.4101914,6.4299342,3.4103818,6.4299502,3.4102866,6.4299422,21.11,85.2,2,50,yes,0,0,0,0,3
227,Adeola Odeku Street,secondary,3.4103818,6.4299502,3.4105977,6.4299768,3.41048975,6.4299635,24.04,82.9,2,50,yes,0,0,0,0,3
228,Adeola Odeku Street,secondary,3.4105977,6.4299768,3.410807,6.4300221,3.41070235,6.42999945,23.67,77.7,2,50,yes,0,0,0,0,3
229,Adeola Odeku Street,secondary,3.410807,6.4300221,3.4110244,6.4300798,3.4109157000000003,6.43005095,24.86,75.0,2,50,yes,0,0,0,0,3
230,Adeola Odeku Street,secondary,3.4110244,6.4300798,3.4112719,6.4301603,3.41114815,6.430120049999999,28.78,71.9,2,50,yes,0,0,0,0,3
231,Adeola Odeku Street,secondary,3.4112719,6.4301603,3.4115951,6.4302802,3.4114335,6.43022025,38.12,69.5,2,50,yes,0,0,0,0,3
232,Adeola Odeku Street,secondary,3.4115951,6.4302802,3.4120186,6.4304311,3.41180685,6.43035565,49.71,70.3,2,50,yes,0,0,0,0,3
233,Adeola Odeku Street,secondary,3.4120186,6.4304311,3.4123316,6.4305173,3.4121751,6.4304742,35.89,74.5,2,50,yes,0,0,0,0,3
234,Adeola Odeku Street,secondary,3.4123316,6.4305173,3.4125598,6.4305632,3.4124457,6.43054025,25.73,78.6,2,50,yes,0,0,0,0,3
235,Adeola Odeku Street,secondary,3.4125598,6.4305632,3.4127792,6.4305864,3.4126695,6.4305748000000005,24.38,83.9,2,50,yes,0,0,0,0,3
236,Adeola Odeku Street,secondary,3.4127792,6.4305864,3.4133171,6.4306172,3.41304815,6.4306018,59.53,86.7,2,50,yes,0,0,0,0,3
237,Adeola Odeku Street,secondary,3.4133171,6.4306172,3.4134543,6.4306174,3.4133857,6.4306173,15.16,89.9,2,50,yes,0,0,0,0,3
238,Adeola Odeku Street,secondary,3.4134543,6.4306174,3.4140873,6.4306183,3.4137708,6.43061785,69.94,89.9,2,50,yes,0,0,0,0,3
239,Adeola Odeku Street,secondary,3.4140873,6.4306183,3.4150904,6.4306196,3.41458885,6.43061895,110.84,89.9,2,50,yes,0,0,0,0,3
240,Adeola Odeku Street,secondary,3.4150904,6.4306196,3.4151468,6.4306197,3.4151186,6.430619650000001,6.23,89.9,2,50,yes,0,0,0,0,3
241,Adeola Odeku Street,secondary,3.4151468,6.4306197,3.4151937,6.4306198,3.41517025,6.43061975,5.18,89.9,2,50,yes,0,0,0,0,3
242,Adeola Odeku Street,secondary,3.4151937,6.4306198,3.4157696,6.4306176,3.4154816500000003,6.4306187,63.63,90.2,2,50,yes,0,0,0,0,3
243,Adeola Odeku Street,secondary,3.4157696,6.4306176,3.4161298,6.4306085,3.4159497,6.43061305,39.81,91.5,2,50,yes,0,0,0,0,3
244,Adeola Odeku Street,secondary,3.4161298,6.4306085,3.4164825,6.4305912,3.41630615,6.43059985,39.02,92.8,2,50,yes,0,0,0,0,3
245,Adeola Odeku Street,secondary,3.4164825,6.4305912,3.4166119,6.4305805,3.4165472,6.43058585,14.35,94.8,2,50,yes,0,0,0,0,3
246,Adeola Odeku Street,secondary,3.4166119,6.4305805,3.4169633,6.4305339,3.4167876,6.4305572,39.17,97.6,2,50,yes,0,0,0,0,3
247,Adeola Odeku Street,secondary,3.4169633,6.4305339,3.4173764,6.4304686,3.41716985,6.430501250000001,46.22,99.0,2,50,yes,0,0,0,0,3
248,Adeola Odeku Street,secondary,3.4173764,6.4304686,3.4176003,6.4304253,3.41748835,6.43044695,25.2,101.0,2,50,yes,0,0,0,0,3
249,Adeola Odeku Street,secondary,3.4176003,6.4304253,3.418688,6.4301407,3.41814415,6.430282999999999,124.28,104.8,2,50,yes,0,0,0,0,3
250,Adeola Odeku Street,secondary,3.418688,6.4301407,3.418896,6.4300883,3.418792,6.4301145,23.71,104.2,2,50,yes,0,0,0,0,3
251,Adeola Odeku Street,secondary,3.418896,6.4300883,3.4191448,6.4300256,3.4190204,6.43005695,28.36,104.2,2,50,yes,0,0,0,0,3
252,Adeola Odeku Street,secondary,3.4191448,6.4300256,3.4192137,6.4300082,3.41917925,6.4300169,7.86,104.3,2,50,yes,0,0,0,0,3
253,Adeola Odeku Street,secondary,3.4192137,6.4300082,3.4193688,6.4299662,3.41929125,6.429987199999999,17.76,105.2,2,50,yes,0,0,0,0,3
254,Adeola Odeku Street,secondary,3.4193688,6.4299662,3.4202772,6.429723,3.419823,6.4298446,103.95,105.1,2,50,yes,0,0,0,0,3
255,Adeola Odeku Street,secondary,3.4202772,6.429723,3.420756,6.4295887,3.4205166,6.42965585,54.97,105.8,2,50,yes,0,0,0,0,3
256,Adeola Odeku Street,secondary,3.420756,6.4295887,3.4213232,6.4294311,3.4210396,6.4295099,65.08,105.6,2,50,yes,0,0,0,0,3
257,Adeola Odeku Street,secondary,3.4213232,6.4294311,3.4216928,6.4293421,3.421508,6.429386600000001,42.02,103.6,2,50,yes,0,0,0,0,3
258,Adeola Odeku Street,secondary,3.4216928,6.4293421,3.4220012,6.4292679,3.421847,6.429305,35.06,103.6,2,50,yes,0,0,0,0,3
259,Adeola Odeku Street,secondary,3.4220012,6.4292679,3.4222077,6.4292352,3.42210445,6.42925155,23.11,99.1,2,50,yes,0,0,0,0,3
260,Adeola Odeku Street,secondary,3.4222077,6.4292352,3.4223253,6.42922,3.4222665,6.4292276,13.1,97.4,2,50,yes,0,0,0,0,3
261,Adeola Odeku Street,secondary,3.4223253,6.42922,3.4223974,6.4292106,3.42236135,6.4292153,8.04,97.5,2,50,yes,0,0,0,0,3
262,Adeola Odeku Street,secondary,3.4223974,6.4292106,3.4225664,6.4291946,3.4224819,6.4292026,18.76,95.4,2,50,yes,0,0,0,0,3
263,Adeola Odeku Street,secondary,3.4225664,6.4291946,3.42276,6.4291706,3.4226632,6.4291826,21.56,97.1,2,50,yes,0,0,0,0,3
264,Adeola Odeku Street,secondary,3.42276,6.4291706,3.4229238,6.4291602,3.4228419,6.4291654000000005,18.14,93.7,2,50,yes,0,0,0,0,3
265,Adeola Odeku Street,secondary,3.4229238,6.4291602,3.4232061,6.4291572,3.42306495,6.4291587,31.19,90.6,2,50,yes,0,0,0,0,3
266,Adeola Odeku Street,secondary,3.4232061,6.4291572,3.4238783,6.4291634,3.4235422,6.4291603,74.28,89.5,2,50,yes,0,1,0,0,3
267,Adeola Odeku Street,secondary,3.4238783,6.4291634,3.4239774,6.4291637,3.42392785,6.42916355,10.95,89.8,2,50,yes,1,1,0,1,3
268,Akin Adesola Street,primary,3.4241192,6.4365436,3.4240649,6.4363338,3.42409205,6.4364387,24.09,194.4,2,50,yes,0,0,1,0,2
269,Akin Adesola Street,primary,3.4240649,6.4363338,3.4240106,6.4361245,3.42403775,6.43622915,24.03,194.5,2,50,yes,0,0,0,0,2
270,Akin Adesola Street,primary,3.4240106,6.4361245,3.423986,6.4359952,3.4239983,6.43605985,14.63,190.7,2,50,yes,0,0,0,0,2
271,Akin Adesola Street,primary,3.423986,6.4359952,3.4239364,6.4355967,3.4239612,6.435795949999999,44.65,187.1,2,50,yes,0,0,0,0,2
272,Akin Adesola Street,primary,3.4239364,6.4355967,3.4239097,6.4353093,3.42392305,6.435453,32.09,185.3,2,50,yes,0,0,0,0,2
273,Akin Adesola Street,primary,3.4239097,6.4353093,3.4238827,6.4349717,3.4238962,6.4351405,37.66,184.5,2,50,yes,0,0,0,0,2
274,Akin Adesola Street,primary,3.4238827,6.4349717,3.423876,6.4345892,3.42387935,6.43478045,42.54,181.0,2,50,yes,0,0,0,0,2
275,Akin Adesola Street,primary,3.423876,6.4345892,3.4238948,6.4333738,3.4238854,6.4339815,135.16,179.1,2,50,yes,0,0,0,0,2
276,Akin Adesola Street,primary,3.4238948,6.4333738,3.4238908,6.432345,3.4238928,6.4328594,114.4,180.2,2,50,yes,0,0,0,0,2
277,Akin Adesola Street,primary,3.4238908,6.432345,3.4238814,6.4311109,3.4238861,6.43172795,137.23,180.4,2,50,yes,0,1,0,0,2
278,Akin Adesola Street,primary,3.4238814,6.4311109,3.4238827,6.4306778,3.42388205,6.43089435,48.16,179.8,2,50,yes,1,1,0,0,2
279,Akin Adesola Street,primary,3.4238827,6.4306778,3.423878,6.4292447,3.42388035,6.42996125,159.35,180.2,2,50,yes,1,1,0,0,2
280,Akin Adesola Street,primary,3.423878,6.4292447,3.4238783,6.4291634,3.42387815,6.42920405,9.04,179.8,2,50,yes,1,1,0,0,2
281,Akin Adesola Street,primary,3.4238783,6.4291634,3.4238935,6.428279,3.4238859,6.4287212,98.36,179.0,2,50,yes,1,0,0,0,2
282,Akin Adesola Street,primary,3.4238935,6.428279,3.4238921,6.4275567,3.4238928,6.42791785,80.32,180.1,2,50,yes,0,0,0,0,2
283,Akin Adesola Street,primary,3.4238921,6.4275567,3.4238935,6.4270814,3.4238928,6.42731905,52.85,179.8,2,50,yes,0,1,0,0,2
284,Akin Adesola Street,primary,3.4238935,6.4270814,3.4239015,6.4262827,3.4238975,6.42668205,88.82,179.4,2,50,yes,1,0,0,0,2
285,Akin Adesola Street,primary,3.4239015,6.4262827,3.4239055,6.4256523,3.4239035,6.4259675000000005,70.1,179.6,2,50,yes,0,0,0,0,2
286,Akin Adesola Street,primary,3.4239055,6.4256523,3.4239055,6.424838,3.4239055,6.42524515,90.55,180.0,2,50,yes,0,0,0,0,2
287,Akin Adesola Street,primary,3.4239055,6.424838,3.4238974,6.4240864,3.42390145,6.424462200000001,83.58,180.6,2,50,yes,0,0,0,0,2
288,Akin Adesola Street,primary,3.4238974,6.4240864,3.4239069,6.4234454,3.42390215,6.4237659,71.28,179.2,2,50,yes,0,0,0,0,2
289,Akin Adesola Street,primary,3.4239069,6.4234454,3.4239055,6.422731,3.4239062,6.4230882000000005,79.44,180.1,2,50,yes,0,1,0,0,2
290,Akin Adesola Street,primary,3.4239055,6.422731,3.4239089,6.4226458,3.4239072,6.4226884,9.48,177.7,2,50,yes,1,1,0,1,2
291,Akin Adesola Street,primary,3.4242604,6.4367071,3.4243674,6.4370679,3.4243139,6.436887499999999,41.82,16.4,2,50,yes,0,0,1,0,2
292,Akin Adesola Street,primary,3.4243674,6.4370679,3.4244785,6.4373718,3.4244229500000003,6.43721985,35.95,20.0,2,50,yes,0,0,0,0,2
293,Akin Adesola Street,primary,3.4244785,6.4373718,3.4246419,6.437746,3.4245602,6.4375589,45.36,23.5,2,50,yes,0,0,0,1,2
294,Akin Adesola Street,primary,3.4246419,6.437746,3.4247843,6.4380673,3.4247131,6.43790665,39.04,23.8,2,50,yes,0,0,1,1,2
295,Ahmadu Bello Way,trunk,3.4135872,6.4222031,3.4134396,6.4221951,3.4135134,6.4221991,16.33,266.9,2,50,yes,0,0,1,0,1
296,Ahmadu Bello Way,trunk,3.4134396,6.4221951,3.4130386,6.4221287,3.4132391,6.4221619,44.92,260.5,2,50,yes,0,0,0,0,1
297,Ahmadu Bello Way,trunk,3.4130386,6.4221287,3.4126197,6.4220883,3.4128291500000003,6.4221085,46.5,264.5,2,50,yes,0,0,0,0,1
298,Ahmadu Bello Way,trunk,3.4126197,6.4220883,3.4124887,6.4220874,3.4125542,6.4220878500000005,14.48,269.6,2,50,yes,0,0,0,0,1
299,Ahmadu Bello Way,trunk,3.4124887,6.4220874,3.4123532,6.4220994,3.41242095,6.4220934,15.03,275.1,2,50,yes,0,0,0,0,1
300,Ahmadu Bello Way,trunk,3.4123532,6.4220994,3.4122178,6.4221407,3.4122855000000003,6.42212005,15.65,287.1,2,50,yes,0,0,0,0,1
301,Ahmadu Bello Way,trunk,3.4122178,6.4221407,3.4120797,6.4221967,3.41214875,6.4221687,16.48,292.2,2,50,yes,0,0,0,0,1
302,Ahmadu Bello Way,trunk,3.4120797,6.4221967,3.411841,6.4223288,3.41196035,6.42226275,30.19,299.1,2,50,yes,0,0,0,0,1
303,Ahmadu Bello Way,trunk,3.411841,6.4223288,3.4116733,6.4224565,3.41175715,6.42239265,23.35,307.5,2,50,yes,0,0,0,0,1
304,Ahmadu Bello Way,trunk,3.4116733,6.4224565,3.4116135,6.4224998,3.4116434,6.42247815,8.18,306.1,2,50,yes,0,0,0,0,1
305,Ahmadu Bello Way,trunk,3.4116135,6.4224998,3.4114413,6.4226245,3.4115274,6.42256215,23.54,306.1,2,50,yes,0,0,0,0,1
306,Ahmadu Bello Way,trunk,3.4114413,6.4226245,3.4112187,6.4228204,3.41133,6.42272245,32.86,311.5,2,50,yes,0,0,0,0,1
307,Ahmadu Bello Way,trunk,3.4112187,6.4228204,3.4109317,6.4231056,3.4110752,6.422963,44.85,315.0,2,50,yes,0,0,0,0,1
308,Ahmadu Bello Way,trunk,3.4109317,6.4231056,3.4109135,6.4231268,3.4109226,6.423116200000001,3.1,319.5,2,50,yes,0,0,0,0,1
309,Ahmadu Bello Way,trunk,3.4109135,6.4231268,3.4107614,6.4233041,3.41083745,6.423215450000001,25.91,319.6,2,50,yes,0,0,0,0,1
310,Ahmadu Bello Way,trunk,3.4107614,6.4233041,3.4107428,6.4233293,3.4107521,6.4233167,3.48,323.7,2,50,yes,0,0,0,0,1
311,Ahmadu Bello Way,trunk,3.4107428,6.4233293,3.410634,6.423476,3.4106884,6.42340265,20.26,323.6,2,50,yes,0,0,0,0,1
312,Ahmadu Bello Way,trunk,3.410634,6.423476,3.4105487,6.4235841,3.41059135,6.42353005,15.27,321.9,2,50,yes,0,0,0,0,1
313,Ahmadu Bello Way,trunk,3.4105487,6.4235841,3.4104128,6.4237909,3.41048075,6.4236875,27.46,326.9,2,50,yes,0,0,0,0,1
314,Ahmadu Bello Way,trunk,3.4104128,6.4237909,3.4101793,6.424197,3.41029605,6.42399395,52.01,330.3,2,50,yes,0,0,0,0,1
315,Ahmadu Bello Way,trunk,3.4101793,6.424197,3.4100175,6.4245004,3.4100984,6.4243487,38.18,332.1,2,50,yes,0,0,0,0,1
316,Ahmadu Bello Way,trunk,3.4100175,6.4245004,3.4099465,6.4246335,3.4099820000000003,6.42456695,16.75,332.1,2,50,yes,0,0,0,0,1
317,Ahmadu Bello Way,trunk,3.4099465,6.4246335,3.4097086,6.4251925,3.40982755,6.424913,67.49,337.1,2,50,yes,0,0,0,0,1
318,Ahmadu Bello Way,trunk,3.4097086,6.4251925,3.4096232,6.4254235,3.4096659,6.425307999999999,27.36,339.8,2,50,yes,0,0,0,0,1
319,Ahmadu Bello Way,trunk,3.4096232,6.4254235,3.4093924,6.4260862,3.4095078,6.425754850000001,77.98,340.9,2,50,yes,0,0,0,0,1
320,Ahmadu Bello Way,trunk,3.4093924,6.4260862,3.4092055,6.4268092,3.40929895,6.426447700000001,83.0,345.6,2,50,yes,0,0,0,0,1
321,Ahmadu Bello Way,trunk,3.4092055,6.4268092,3.4091147,6.4271919,3.4091601,6.427000550000001,43.72,346.7,2,50,yes,0,0,0,0,1
322,Ahmadu Bello Way,trunk,3.4091147,6.4271919,3.4090943,6.4272879,3.4091045,6.4272399,10.91,348.1,2,50,yes,0,0,0,0,1
323,Ahmadu Bello Way,trunk,3.4090943,6.4272879,3.4090499,6.4275879,3.4090721,6.427437899999999,33.72,351.6,2,50,yes,0,0,0,0,1
324,Ahmadu Bello Way,trunk,3.4090499,6.4275879,3.4090046,6.4278943,3.40902725,6.4277411,34.44,351.6,2,50,yes,0,0,0,0,1
325,Ahmadu Bello Way,trunk,3.4090046,6.4278943,3.4089911,6.4279969,3.40899785,6.4279456,11.51,352.6,2,50,yes,0,0,0,0,1
326,Ahmadu Bello Way,trunk,3.4089911,6.4279969,3.4089623,6.4282155,3.4089767,6.4281062,24.51,352.5,2,50,yes,0,0,0,0,1
327,Ahmadu Bello Way,trunk,3.4089623,6.4282155,3.4089588,6.4282618,3.40896055,6.42823865,5.16,355.7,2,50,yes,0,0,0,0,1
328,Ahmadu Bello Way,trunk,3.4089588,6.4282618,3.4089267,6.4286868,3.40894275,6.4284743,47.39,355.7,2,50,yes,0,0,0,0,1
329,Ahmadu Bello Way,trunk,3.4089267,6.4286868,3.4088996,6.4292993,3.40891315,6.428993050000001,68.17,357.5,2,50,yes,0,0,0,0,1
330,Ahmadu Bello Way,trunk,3.4088996,6.4292993,3.4089006,6.4299169,3.4089001,6.4296081,68.67,0.1,2,50,yes,0,1,0,0,1
331,Ahmadu Bello Way,trunk,3.4089006,6.4299169,3.4089,6.4300156,3.4089003,6.42996625,10.98,359.7,2,50,yes,1,1,0,0,1
332,Ahmadu Bello Way,trunk,3.4089,6.4300156,3.4088973,6.4309095,3.4088986500000003,6.43046255,99.4,359.8,2,50,yes,1,0,0,0,1
333,Ahmadu Bello Way,trunk,3.4088973,6.4309095,3.4088945,6.4310443,3.4088959,6.4309769,14.99,358.8,2,50,yes,0,0,0,0,1
334,Ahmadu Bello Way,trunk,3.4088945,6.4310443,3.4088959,6.4311229,3.4088952,6.4310836,8.74,1.0,2,50,yes,0,0,0,0,1
335,Ahmadu Bello Way,trunk,3.4088959,6.4311229,3.4088855,6.4318116,3.4088907,6.43146725,76.59,359.1,2,50,yes,0,0,0,0,1
336,Ahmadu Bello Way,trunk,3.4088855,6.4318116,3.4088857,6.4318512,3.4088856,6.4318314,4.4,0.3,2,50,yes,0,0,0,0,1
337,Ahmadu Bello Way,trunk,3.4088857,6.4318512,3.4088906,6.4327639,3.40888815,6.43230755,101.49,0.3,2,50,yes,0,0,0,0,1
338,Ahmadu Bello Way,trunk,3.4088906,6.4327639,3.408897,6.4333098,3.4088938,6.433036850000001,60.71,0.7,2,50,yes,0,0,0,0,1
339,Ahmadu Bello Way,trunk,3.408897,6.4333098,3.408841,6.4341027,3.408869,6.43370625,88.38,356.0,2,50,yes,0,0,0,0,1
340,Ahmadu Bello Way,trunk,3.408841,6.4341027,3.4087734,6.4346453,3.4088072,6.434374,60.79,352.9,2,50,yes,0,0,0,1,1
341,Akin Adesola Street,primary,3.4240021,6.4248354,3.4239914,6.4256776,3.42399675,6.4252565,93.66,359.3,2,50,yes,0,0,1,0,2
342,Akin Adesola Street,primary,3.4239914,6.4256776,3.4239813,6.426228,3.42398635,6.4259528,61.21,359.0,2,50,yes,0,0,0,0,2
343,Akin Adesola Street,primary,3.4239813,6.426228,3.4239759,6.4270816,3.4239786,6.4266548,94.92,359.6,2,50,yes,0,1,0,0,2
344,Akin Adesola Street,primary,3.4239759,6.4270816,3.4239783,6.4273948,3.4239771,6.4272382,34.83,0.4,2,50,yes,1,1,0,0,2
345,Akin Adesola Street,primary,3.4239783,6.4273948,3.4239829,6.4279938,3.4239806,6.427694300000001,66.61,0.4,2,50,yes,1,0,0,0,2
346,Akin Adesola Street,primary,3.4239829,6.4279938,3.4239833,6.4280391,3.4239831,6.42801645,5.04,0.5,2,50,yes,0,0,0,0,2
347,Akin Adesola Street,primary,3.4239833,6.4280391,3.4239748,6.4284683,3.42397905,6.4282537,47.73,358.9,2,50,yes,0,0,0,0,2
348,Akin Adesola Street,primary,3.4239748,6.4284683,3.4239726,6.4285815,3.4239737,6.428524899999999,12.59,358.9,2,50,yes,0,0,0,0,2
349,Akin Adesola Street,primary,3.4239726,6.4285815,3.423978,6.4289472,3.4239753,6.42876435,40.67,0.8,2,50,yes,0,1,0,0,2
