episode,epsilon,reward,reward_ma
166,0.9587293646823412,-185.9881831405209,-180.46555768020747
167,0.9584792396198099,-110.33537154722606,-180.70202358557054
168,0.9582291145572787,-272.0859372070287,-182.23557153647948
169,0.9579789894947474,-297.8412275304648,-183.88630222688417
170,0.9577288644322162,-232.27563639560066,-185.49865460313038
171,0.9574787393696849,-180.58195693941812,-185.2401834437158
172,0.9572286143071536,-143.93112201296347,-184.705647527963
173,0.9569784892446224,-145.07980587094517,-183.87899152805875
174,0.9567283641820911,-141.91168053138915,-183.66441330131454
175,0.9564782391195598,-198.71467668262272,-183.923690148258
176,0.9562281140570286,-219.6616581460027,-184.3254780270136
177,0.9559779889944973,-175.41762368249186,-184.51097100335377
178,0.955727863931966,-184.80601124121534,-184.97573862632586
179,0.9554777388694348,-30.90427236402158,-182.2847813499661
180,0.9552276138069035,-136.69022450973821,-182.1370040850493
181,0.9549774887443722,-274.2500941134816,-183.40880615619963
182,0.954727363681841,-182.9893401646037,-184.35762223970679
183,0.9544772386193097,-271.18468705475647,-185.26693857987044
184,0.9542271135567784,-272.5815885096523,-186.34900346112997
185,0.9539769884942472,-133.660269609706,-185.21115240921824
186,0.9537268634317159,-179.0582044752534,-184.70235009483454
187,0.9534767383691846,-160.84084558199632,-184.62185182102573
188,0.9532266133066534,-298.6319220125663,-185.7691524969229
189,0.9529764882441221,-300.0,-186.52318477654237
190,0.9527263631815908,-138.39647290328327,-186.8516804125163
191,0.9524762381190596,-300.0,-187.62992674147014
192,0.9522261130565283,-141.3765731610568,-187.49375345789358
193,0.951975987993997,-133.34107286851662,-186.4576521165274
194,0.9517258629314658,-113.42470561432633,-185.39607020148406
195,0.9514757378689345,-204.69782150785394,-186.93168901492496
196,0.9512256128064032,-221.39321744737362,-187.01630410721125
197,0.950975487743872,-129.42305294816282,-187.07446429620865
198,0.9507253626813407,-198.54819839704373,-187.75403084126026
199,0.9504752376188094,-206.46354303838504,-187.0088576131853
200,0.9502251125562782,-236.8881547793472,-187.71661618949523
201,0.9499749874937469,-148.0295666040972,-187.051827113649
202,0.9497248624312156,-222.60795904010257,-187.24948356338572
203,0.9494747373686844,-206.81780823742352,-186.87229124818208
204,0.9492246123061531,-221.20588322302305,-188.01655631453343
205,0.9489744872436218,-107.35813993642577,-186.75158091878265
206,0.9487243621810906,-182.98081976089316,-187.5028768065182
207,0.9484742371185593,-144.61527855528504,-186.56152733896502
208,0.948224112056028,-138.51797791727336,-186.25272334782198
209,0.9479739869934968,-142.99475161492882,-186.08617227050948
210,0.9477238619309655,-65.95776568791376,-185.51077508220393
211,0.9474737368684343,-249.23235197454477,-185.9572344491814
212,0.947223611805903,-92.585735983836,-184.65518786638577
213,0.9469734867433717,-184.15556145321884,-184.14663063533715
214,0.9467233616808404,-101.68213356035751,-184.49652514486337
215,0.9464732366183092,-245.45159927775708,-184.56943633132877
216,0.9462231115557779,-232.33156865777647,-185.33541020470756
217,0.9459729864932467,-149.98128463398132,-184.74374707601962
218,0.9457228614307154,-152.15414635327468,-183.72040059486034
219,0.9454727363681841,-102.34652883991318,-183.61591138062525
220,0.9452226113056529,-212.67199427847305,-183.73892002981214
221,0.9449724862431216,-183.62770459478278,-184.4197865761358
222,0.9447223611805903,-172.57243490066446,-184.140119466778
223,0.9444722361180591,-170.2588617356454,-185.41316049410278
224,0.9442221110555278,-250.64124907347934,-185.411853627141
225,0.9439719859929965,-120.97592926823538,-185.396617426521
226,0.9437218609304653,-131.28430479798382,-185.06782057871328
227,0.943471735867934,-90.63601482177644,-182.97418072693108
228,0.9432216108054027,-167.8916056609698,-182.845535657225
229,0.9429714857428715,-219.2238034276503,-182.81164634454265
230,0.9427213606803402,-134.02521985755885,-181.86431269353224
231,0.9424712356178089,-185.1992434789768,-182.08550884747157
232,0.9422211105552777,-166.47508436851876,-182.18835215947635
233,0.9419709854927464,-139.66722687945992,-182.58529226338808
234,0.9417208604302151,-75.82165710529057,-182.50159979271658
235,0.9414707353676839,-300.0,-184.4463893934786
236,0.9412206103051526,-186.40690137142022,-183.77101137387737
237,0.9409704852426213,-154.48613890186957,-183.02928701479942
238,0.9407203601800901,-182.27115639935852,-183.09239848843274
239,0.9404702351175588,-131.65654523253946,-182.41321780397925
240,0.9402201100550275,-133.28174349516968,-181.60562207155556
241,0.9399699849924963,-170.91354251323094,-181.28351319926753
242,0.939719859929965,-133.47809976137924,-180.887497969387
243,0.9394697348674337,-188.51041718504428,-181.4593939028991
244,0.9392196098049025,-158.0776908198117,-180.5396185773186
245,0.9389694847423712,-162.84408136553466,-180.56787719491263
246,0.9387193596798399,-161.0538073591635,-179.48288266333216
247,0.9384692346173087,-106.58471981409535,-179.72756197695955
248,0.9382191095547774,-166.43432188514913,-179.39641246007199
249,0.9379689844922461,-185.6956403953595,-179.36773289861767
250,0.9377188594297149,-213.64737007323205,-179.46187076445167
251,0.9374687343671836,-132.0410090826212,-179.147007685084
252,0.9372186093046523,-194.47544584970115,-178.65874597237675
253,0.9369684842421211,-174.04932208167324,-178.72407812043795
254,0.9367183591795898,-34.27963982223562,-177.29715253474387
255,0.9364682341170585,-206.84863036417295,-176.97063245721606
256,0.9362181090545273,-189.38360985110623,-176.57535226654295
257,0.935967983991996,-290.5301196896427,-178.1652895273033
258,0.9357178589294648,-185.33969364686368,-177.96423698471045
259,0.9354677338669335,-126.99293243316926,-177.21423897040535
260,0.9352176088044022,-166.8738435425565,-176.08519962722335
261,0.9349674837418709,-160.24976965339738,-176.52531244534185
262,0.9347173586793397,-252.0489637229989,-176.70044324428036
263,0.9344672336168084,-247.6145221543605,-178.05250099607537
264,0.9342171085542772,-205.24444195699542,-177.7385982594663
265,0.9339669834917459,-217.61471821807493,-177.84283186192434
266,0.9337168584292146,-147.38217018198705,-177.456771732339
267,0.9334667333666833,-200.70780886882673,-178.360496105555
268,0.9332166083041521,-235.831829980199,-177.9979550332867
269,0.9329664832416208,-189.313983734493,-176.91268259532703
270,0.9327163581790896,-128.0979064801452,-175.87090529617242
271,0.9324662331165583,-232.7846786046205,-176.39293251282444
272,0.932216108054027,-240.11039868327381,-177.3547252795276
273,0.9319659829914958,-228.63594252405903,-178.1902866460587
274,0.9317158579289645,-153.61780818073504,-178.30734792255214
275,0.9314657328664332,-200.08882287355937,-178.32108938446152
276,0.931215607803902,-285.5104840695353,-178.97957764369687
277,0.9309654827413707,-112.8038126288983,-178.35343953316092
278,0.9307153576788394,-136.68641505254038,-177.8722435712742
279,0.9304652326163082,-84.6791875742311,-178.40999272337626
280,0.9302151075537769,-34.76254211827066,-177.3907158994616
281,0.9299649824912456,-167.32762753018022,-176.3214912336286
282,0.9297148574287144,-264.4129585855219,-177.13572741783776
283,0.9294647323661831,-179.34585405874992,-176.2173390878777
284,0.9292146073036518,-215.98219153662106,-175.6513451181474
285,0.9289644822411206,-185.66118043300412,-176.17135422638034
286,0.9287143571785893,-262.7130231022911,-177.00790241265076
287,0.928464232116058,-172.21008841320898,-177.1215948409629
288,0.9282141070535268,-219.67250773625867,-176.33200069819978
289,0.9279639819909955,-207.47727426082872,-175.40677344080805
290,0.9277138569284642,-174.99621771471996,-175.77277088892245
291,0.927463731865933,-173.88010254717193,-174.51157191439415
292,0.9272136068034017,-300.0,-176.09780618278356
293,0.9269634817408704,-186.49297761202578,-176.62932523021868
294,0.9267133566783392,-178.2020740079259,-177.2770989141547
295,0.9264632316158079,-193.30690870438718,-177.16318978612003
296,0.9262131065532766,-253.26103197902677,-177.48186793143654
297,0.9259629814907454,-188.40118890701316,-178.07164929102507
298,0.9257128564282141,-250.5607234556302,-178.59177454161093
299,0.9254627313656828,-180.88157556651316,-178.3359548668922
300,0.9252126063031516,-205.4420670641663,-178.0214939897404
301,0.9249624812406203,-164.93672206723338,-178.19056554437174
302,0.924712356178089,-81.7506121936504,-176.78199207590723
303,0.9244622311155578,-163.20514650271878,-176.34586545856018
304,0.9242121060530265,-132.19376509952716,-175.45574427732524
305,0.9239619809904953,-113.34253584645282,-175.51558823642551
306,0.923711855927964,-179.543035732173,-175.48121039613827
307,0.9234617308654327,-254.66167605466546,-176.5816743711321
308,0.9232116058029014,-166.74658036526898,-176.86396039561205
309,0.9229614807403702,-216.90295545276592,-177.60304243399042
310,0.9227113556778389,-160.19518984386838,-178.54541667554997
311,0.9224612306153077,-166.64323999361912,-177.7195255557407
312,0.9222111055527764,-204.92734510798311,-178.84294164698218
313,0.9219609804902451,-162.94503551901693,-178.6308363876402
314,0.9217108554277138,-227.85223137524574,-179.89253736578902
315,0.9214607303651826,-173.03834305507877,-179.16840480356225
316,0.9212106053026513,-147.29632521904225,-178.31805236917492
317,0.9209604802401201,-179.5465810572179,-178.61370533340727
318,0.9207103551775888,-214.25542477485317,-179.2347181176231
319,0.9204602301150575,-189.12413617603306,-180.1024941909843
320,0.9202101050525263,-167.51657809563915,-179.65094002915595
321,0.919959979989995,-193.43376683663266,-179.74900065157442
322,0.9197098549274637,-224.31674091840054,-180.26644371175178
323,0.9194597298649325,-300.0,-181.56385509439534
324,0.9192096048024012,-196.3859823436489,-181.02130242709703
325,0.9189594797398699,-190.4823503902398,-181.71636663831708
326,0.9187093546773387,-197.8766847718359,-182.3822904380556
327,0.9184592296148074,-145.54236125379828,-182.9313539023758
328,0.9182091045522761,-260.3143342423212,-183.85558118818935
329,0.9179589794897449,-140.9948535844609,-183.0732916897574
330,0.9177088544272136,-229.60380601567306,-184.02907755133856
331,0.9174587293646823,-221.88434871535506,-184.39592860370237
332,0.9172086043021511,-288.55688730765246,-185.61674663309367
333,0.9169584792396198,-190.71614159921867,-186.1272357802913
334,0.9167083541770885,-272.83444128730196,-188.0973636221114
335,0.9164582291145573,-147.968731536506,-186.57705093747646
336,0.916208104052026,-186.57363511862292,-186.57871827494847
337,0.9159579789894947,-120.11571555988655,-186.23501404152867
338,0.9157078539269635,-151.23886135300418,-185.9246910910651
339,0.9154577288644322,-181.37116249791043,-186.42183726371886
340,0.9152076038019009,-300.0,-188.08901982876714
341,0.9149574787393697,-233.52573035410094,-188.71514170717583
342,0.9147073536768384,-252.85936587288683,-189.9089543682909
343,0.9144572286143071,-125.22127384937613,-189.2760629349342
344,0.9142071035517759,-213.6823355978281,-189.8321093827144
345,0.9139569784892446,-202.44791823614582,-190.22814775142047
346,0.9137068534267133,-148.51787568517457,-190.10278843468058
347,0.9134567283641821,-137.09726259557797,-190.40791386249543
348,0.9132066033016508,-176.8515442817105,-190.51208608646107
349,0.9129564782391195,-151.00612838200271,-190.16519096632746
350,0.9127063531765883,-179.08973321231048,-189.81961459771827
351,0.912456228114057,-281.9757970248951,-191.31896247714099
352,0.9122061030515258,-205.04650847242297,-191.42467310336824
353,0.9119559779889945,-263.0969012819789,-192.31514889537127
354,0.9117058529264632,-199.4299937181177,-193.9666524343301
355,0.9114557278639319,-205.70137224592042,-193.95517985314757
356,0.9112056028014007,-213.36060003864137,-194.1949497550229
357,0.9109554777388694,-206.59583897244332,-193.3556069478509
358,0.9107053526763382,-45.783554625997965,-191.96004555764227
359,0.9104552276138069,-188.38867117732366,-192.5740029450838
360,0.9102051025512756,-121.12027598533595,-192.1164672695116
361,0.9099549774887443,-240.71775675050336,-192.92114714048267
362,0.9097048524262131,-81.58461660319915,-191.21650366928463
363,0.9094547273636818,-191.83146074324156,-190.6586730551735
364,0.9092046023011506,-177.80565279722646,-190.3842851635758
365,0.9089544772386193,-166.70752058946076,-189.87521318728966
366,0.908704352176088,-243.1771147465929,-190.8331626329357
367,0.9084542271135567,-263.98953689295126,-191.46597991317697
368,0.9082041020510255,-167.77304942262168,-190.78539210760118
369,0.9079539769884942,-160.04698932757054,-190.49272216353194
370,0.907703851925963,-238.58238265895704,-191.5975669253201
371,0.9074537268634317,-191.39212821011398,-191.183641421375
372,0.9072036018009004,-127.13120601512344,-190.0538494946935
373,0.9069534767383692,-157.17095070320397,-189.33919957648493
374,0.9067033516758379,-203.34844842470775,-189.8365059789247
375,0.9064532266133066,-295.2019509039425,-190.78763725922852
376,0.9062031015507754,-251.65079764171628,-190.44904039495032
377,0.9059529764882441,-129.82083336581152,-190.61921060231944
378,0.9057028514257128,-225.45130553888657,-191.50685950718292
379,0.9054527263631816,-105.2454931812386,-191.712522563253
380,0.9052026013006503,-165.53212037331352,-193.0202183458034
381,0.904952476238119,-122.25943305334087,-192.56953640103504
382,0.9047023511755878,-193.04704498429948,-191.8558772650228
383,0.9044522261130565,-255.24846809921667,-192.61490340542747
384,0.9042021010505252,-100.28103644070929,-191.45789185446833
385,0.903951975987994,-275.9484839065425,-192.36076488920375
386,0.9037018509254627,-79.20176128983982,-190.5256522710792
387,0.9034517258629314,-254.57580223786678,-191.3493094093258
388,0.9032016008004002,-157.49387972023248,-190.72752312916552
389,0.9029514757378689,-229.47134404801056,-190.94746382703735
390,0.9027013506753376,-147.6350484271677,-190.67385213416182
391,0.9024512256128064,-90.60686416504895,-189.84111975034062
392,0.9022011005502751,-166.40646207618818,-188.5051843711025
393,0.9019509754877438,-187.49215891470462,-188.51517618412927
394,0.9017008504252126,-231.75243351948228,-189.05067977924483
395,0.9014507253626813,-152.1418709257896,-188.63902940145886
396,0.90120060030015,-145.88397534781296,-187.5652588351467
397,0.9009504752376188,-162.0559443774235,-187.30180638985084
398,0.9007003501750875,-150.18858529778754,-186.29808500827238
399,0.9004502251125563,-155.69821572235196,-186.0462514098308
400,0.900200100050025,-169.09394764995363,-185.68277021568866
401,0.8999499749874937,-300.0,-187.03340299501633
402,0.8996998499249624,-216.48403498265577,-188.3807372229064
403,0.8994497248624312,-187.61316713056706,-188.62481742918484
404,0.8991995997998999,-292.58740702407556,-190.22875384843036
405,0.8989494747373687,-184.22183945266232,-190.93754688449243
406,0.8986993496748374,-178.1345215884122,-190.92346174305484
407,0.8984492246123061,-300.0,-191.37684498250815
408,0.8981990995497748,-223.512990038265,-191.94450907923817
409,0.8979489744872436,-157.28376166623917,-191.3483171413729
410,0.8976988494247123,-264.5610160889977,-192.39197540382415
411,0.8974487243621811,-156.91527517915242,-192.2946957556795
412,0.8971985992996498,-238.87151073026976,-192.63413741190237
413,0.8969484742371185,-260.03736403106814,-193.60506069702285
414,0.8966983491745872,-131.08033625156324,-192.63734174578607
415,0.896448224112056,-138.50879718001508,-192.29204628703542
416,0.8961980990495247,-184.88583374529966,-192.667941372298
417,0.8959479739869936,-207.17162379223936,-192.94419179964822
418,0.8956978489244622,-147.77311980761715,-192.27936874997584
419,0.8954477238619309,-179.3646238571327,-192.18177362678682
420,0.8951975987993998,-300.0,-193.50660784583044
421,0.8949474737368684,-238.2856624046313,-193.95512680151046
422,0.8946973486743371,-208.89491140469482,-193.8009085063734
423,0.894447223611806,-22.541631096528505,-191.02632481733863
424,0.8941970985492746,-176.78392067469358,-190.83030420064912
425,0.8939469734867433,-300.0,-191.92548069674672
426,0.8936968484242122,-129.02933358875038,-191.23700718491585
427,0.8934467233616809,-201.05446657721907,-191.79212823815004
428,0.8931965982991495,-159.85958969011244,-190.78758079262795
429,0.8929464732366184,-142.968992142384,-190.80732217820722
430,0.892696348174087,-260.14731216214875,-191.112757239672
431,0.8924462231115557,-118.11244003505209,-190.07503815286896
432,0.8921960980490246,-72.10092169975869,-187.91047849679
433,0.8919459729864933,-188.64899074218954,-187.8898069882197
434,0.891695847923962,-97.14159568170832,-186.13287853216377
435,0.8914457228614308,-105.28899686770592,-185.70608118547577
436,0.8911955977988995,-162.84010392854518,-185.468745873575
437,0.8909454727363681,-198.86973240709764,-186.2562860420471
438,0.890695347673837,-206.86334402732035,-186.81253086879028
439,0.8904452226113057,-162.88176164613876,-186.62763686027253
440,0.8901950975487744,-52.790130758559116,-184.15553816785814
441,0.8899449724862432,-170.041230095587,-183.520693165273
442,0.8896948474237119,-149.35233814898027,-182.48562288803393
443,0.8894447223611806,-276.8878511898978,-184.00228866143917
444,0.8891945972986494,-253.5775839743952,-184.4012411452048
445,0.888944472236118,-197.7354623549903,-184.35411658639327
446,0.8886943471735869,-200.75355159016584,-184.8764733454432
447,0.8884442221110556,-192.1388699433916,-185.42688941892132
448,0.8881940970485243,-154.20814594138122,-185.20045543551802
449,0.887943971985993,-247.34575618300465,-186.16385171352806
450,0.8876938469234618,-237.64557619056293,-186.74941014331057
451,0.8874437218609305,-121.1000892054709,-185.1406530651163
452,0.8871935967983993,-200.6206941651618,-185.0963949220437
453,0.886943471735868,-208.5289794105635,-184.5507157033296
454,0.8866933466733367,-164.334198956963,-184.199757755718
455,0.8864432216108054,-185.08551005200783,-183.99359913377887
456,0.8861930965482742,-110.64574802633203,-182.9664506136558
457,0.8859429714857429,-244.74788464847705,-183.34797107041612
458,0.8856928464232117,-168.5180061983674,-184.57531558613985
459,0.8854427213606804,-195.7865485609426,-184.649294359976
460,0.8851925962981491,-125.17169566304491,-184.6898085567531
461,0.8849424712356178,-124.3427416535551,-183.52605840578363
462,0.8846923461730866,-221.32908742292287,-184.92350311398087
463,0.8844422211105553,-164.96614747086105,-184.65484998125703
464,0.8841920960480241,-185.23228506296974,-184.72911630391448
465,0.8839419709854928,-177.6869196725869,-184.83891029474572
466,0.8836918459229615,-300.0,-185.40713914727982
467,0.8834417208604303,-76.77149975918252,-183.53495877594213
468,0.883191595797899,-241.06989909326703,-184.2679272726486
469,0.8829414707353677,-161.9009905759818,-184.28646728513272
470,0.8826913456728365,-166.800864902428,-183.5686521075674
471,0.8824412206103052,-212.20698117823073,-183.77680063724856
472,0.8821910955477739,-206.21981461621147,-184.56768672325947
473,0.8819409704852427,-276.68653750779174,-185.76284259130534
474,0.8816908454227114,-147.83224477417798,-185.20768055480002
475,0.8814407203601801,-233.26114022172905,-184.58827244797791
476,0.8811905952976489,-236.48302143195943,-184.43659468588032
477,0.8809404702351176,-226.5390017571304,-185.40377636979352
478,0.8806903451725863,-258.79957214455345,-185.73725903585017
479,0.8804402201100551,-249.09004138382767,-187.17570451787608
480,0.8801900950475238,-134.8773416943638,-186.86915673108658
481,0.8799399699849925,-141.780638158398,-187.06436878213714
482,0.8796898449224613,-244.79079266804763,-187.58180625897464
483,0.87943971985993,-225.0308303917906,-187.2796298819004
484,0.8791895947973987,-200.4065561892862,-188.28088507938617
485,0.8789394697348675,-283.25380873732826,-188.353938327694
486,0.8786893446723362,-158.691228818925,-189.14883300298487
487,0.8784392196098049,-155.7529648847592,-188.1606046294538
488,0.8781890945472737,-152.42215331729417,-188.1098873654244
489,0.8779389694847424,-133.47446746105896,-187.14991859955487
490,0.8776888444222111,-279.4681603429939,-188.46824971871317
491,0.8774387193596799,-182.70915053916448,-189.38927258245428
492,0.8771885942971486,-203.04854755386444,-189.75569343723106
493,0.8769384692346174,-211.56587063590374,-189.99643055444307
494,0.8766883441720861,-279.84045706793466,-190.47731078992757
495,0.8764382191095548,-287.21576947880044,-191.82804977545766
496,0.8761880940470235,-249.19131536729432,-192.8611231756525
497,0.8759379689844923,-242.49798137111418,-193.6655435455894
498,0.875687843921961,-191.1396257680803,-194.07505395029236
499,0.8754377188594298,-164.67164799458894,-194.16478827301466
500,0.8751875937968985,-238.79924597850624,-194.86184125630024
501,0.8749374687343672,-145.87838976379794,-193.3206251539382
502,0.8746873436718359,-255.7509247727432,-193.7132940518391
503,0.8744372186093047,-275.8852560109901,-194.59601494064333
504,0.8741870935467734,-103.62001918127827,-192.70634106221533
505,0.8739369684842422,-171.51490566575583,-192.57927172434628
506,0.8736868434217109,-271.7170855663974,-193.51509736412615
507,0.8734367183591796,-215.81221472805748,-192.67321951140673
508,0.8731865932966483,-134.88774915252546,-191.7869671025493
509,0.8729364682341171,-165.8256781542128,-191.87238626742902
510,0.8726863431715858,-206.40836126254152,-191.29085971916447
511,0.8724362181090546,-173.6302454090369,-191.45800942146334
512,0.8721860930465233,-180.9716007783192,-190.87901032194384
513,0.871935967983992,-205.64493284510138,-190.33508601008415
514,0.8716858429214607,-109.11673064840319,-190.11544995405254
