segment_id,osm_way_id,road_name,highway_type,lanes,maxspeed_kmh,surface,oneway,u_osm_id,u_lat,u_lon,v_osm_id,v_lat,v_lon,length_m,bearing_deg,center_lat,center_lon,has_signal_start,has_signal_end,segment_index,way_total_segments,geometry_wkt
98,31820853,Rue 12.191,primary,2,50,asphalt,yes,355519350,6.3717462,2.3932485,5892828005,6.3718782,2.393132,19.52,318.7,6.3718122,2.39319025,0,0,8,33,"LINESTRING(2.3932485 6.3717462, 2.393132 6.3718782)"
99,31820853,Rue 12.191,primary,2,50,asphalt,yes,5892828005,6.3718782,2.393132,355518521,6.3719601,2.3930403,13.62,311.9,6.37191915,2.3930861500000002,0,0,9,33,"LINESTRING(2.393132 6.3718782, 2.3930403 6.3719601)"
100,31820853,Rue 12.191,primary,2,50,asphalt,yes,355518521,6.3719601,2.3930403,355520298,6.3720938,2.3928783,23.27,309.7,6.37202695,2.3929593000000002,0,0,10,33,"LINESTRING(2.3930403 6.3719601, 2.3928783 6.3720938)"
101,31820853,Rue 12.191,primary,2,50,asphalt,yes,355520298,6.3720938,2.3928783,355518388,6.3722861,2.392662,32.07,311.8,6.37218995,2.39277015,0,0,11,33,"LINESTRING(2.3928783 6.3720938, 2.392662 6.3722861)"
102,31820853,Rue 12.191,primary,2,50,asphalt,yes,355518388,6.3722861,2.392662,5953981506,6.372409,2.3925278,20.17,312.7,6.372347550000001,2.3925948999999997,0,0,12,33,"LINESTRING(2.392662 6.3722861, 2.3925278 6.372409)"
103,31820853,Rue 12.191,primary,2,50,asphalt,yes,5953981506,6.372409,2.3925278,355520178,6.3725514,2.3924092,20.55,320.4,6.3724802,2.3924684999999997,0,0,13,33,"LINESTRING(2.3925278 6.372409, 2.3924092 6.3725514)"
104,31820853,Rue 12.191,primary,2,50,asphalt,yes,355520178,6.3725514,2.3924092,355520404,6.3729017,2.3921404,48.99,322.7,6.372726549999999,2.3922748,0,0,14,33,"LINESTRING(2.3924092 6.3725514, 2.3921404 6.3729017)"
105,31820853,Rue 12.191,primary,2,50,asphalt,yes,355520404,6.3729017,2.3921404,355518565,6.3731487,2.3919954,31.8,329.7,6.3730252,2.3920679,0,0,15,33,"LINESTRING(2.3921404 6.3729017, 2.3919954 6.3731487)"
106,31820853,Rue 12.191,primary,2,50,asphalt,yes,355518565,6.3731487,2.3919954,2783251345,6.3734685,2.3918417,39.41,334.5,6.3733086,2.3919185499999998,0,0,16,33,"LINESTRING(2.3919954 6.3731487, 2.3918417 6.3734685)"
107,31820853,Rue 12.191,primary,2,50,asphalt,yes,2783251345,6.3734685,2.3918417,355519490,6.373715,2.3917542,29.07,340.6,6.37359175,2.39179795,0,0,17,33,"LINESTRING(2.3918417 6.3734685, 2.3917542 6.373715)"
108,31820853,Rue 12.191,primary,2,50,asphalt,yes,355519490,6.373715,2.3917542,5892828007,6.3742566,2.3915309,65.08,337.7,6.3739858,2.39164255,0,0,18,33,"LINESTRING(2.3917542 6.373715, 2.3915309 6.3742566)"
109,31820853,Rue 12.191,primary,2,50,asphalt,yes,5892828007,6.3742566,2.3915309,355519200,6.3747785,2.3912834,64.15,334.8,6.37451755,2.39140715,0,0,19,33,"LINESTRING(2.3915309 6.3742566, 2.3912834 6.3747785)"
110,31820853,Rue 12.191,primary,2,50,asphalt,yes,355519200,6.3747785,2.3912834,5892828009,6.3750826,2.3911373,37.47,334.5,6.37493055,2.3912103499999997,0,0,20,33,"LINESTRING(2.3912834 6.3747785, 2.3911373 6.3750826)"
111,31820853,Rue 12.191,primary,2,50,asphalt,yes,5892828009,6.3750826,2.3911373,5849637421,6.3753441,2.3910093,32.34,334.1,6.37521335,2.3910733,0,0,21,33,"LINESTRING(2.3911373 6.3750826, 2.3910093 6.3753441)"
112,31820853,Rue 12.191,primary,2,50,asphalt,yes,5849637421,6.3753441,2.3910093,5892828011,6.3756382,2.3908695,36.17,334.7,6.37549115,2.3909393999999997,0,0,22,33,"LINESTRING(2.3910093 6.3753441, 2.3908695 6.3756382)"
113,31820853,Rue 12.191,primary,2,50,asphalt,yes,5892828011,6.3756382,2.3908695,355520340,6.3759161,2.3907229,34.89,332.3,6.37577715,2.3907962,0,0,23,33,"LINESTRING(2.3908695 6.3756382, 2.3907229 6.3759161)"
114,31820853,Rue 12.191,primary,2,50,asphalt,yes,355520340,6.3759161,2.3907229,355520358,6.3761088,2.3906071,24.96,329.2,6.37601245,2.3906650000000003,0,0,24,33,"LINESTRING(2.3907229 6.3759161, 2.3906071 6.3761088)"
115,31820853,Rue 12.191,primary,2,50,asphalt,yes,355520358,6.3761088,2.3906071,5953981505,6.3762222,2.3905215,15.76,323.1,6.3761655,2.3905643000000003,0,0,25,33,"LINESTRING(2.3906071 6.3761088, 2.3905215 6.3762222)"
116,31820853,Rue 12.191,primary,2,50,asphalt,yes,5953981505,6.3762222,2.3905215,2783251391,6.3763648,2.3903967,21.01,319.0,6.3762935,2.3904591,0,0,26,33,"LINESTRING(2.3905215 6.3762222, 2.3903967 6.3763648)"
117,31820853,Rue 12.191,primary,2,50,asphalt,yes,2783251391,6.3763648,2.3903967,355519394,6.3764391,2.3903197,11.86,314.2,6.37640195,2.3903582,0,0,27,33,"LINESTRING(2.3903967 6.3763648, 2.3903197 6.3764391)"
118,31820853,Rue 12.191,primary,2,50,asphalt,yes,355519394,6.3764391,2.3903197,5953981504,6.3766887,2.3900454,41.1,312.5,6.3765639,2.39018255,0,0,28,33,"LINESTRING(2.3903197 6.3764391, 2.3900454 6.3766887)"
119,31820853,Rue 12.191,primary,2,50,asphalt,yes,5892828016,6.3768552,2.3899475,355519048,6.3769539,2.3899134,11.6,341.0,6.37690455,2.38993045,0,0,32,33,"LINESTRING(2.3899475 6.3768552, 2.3899134 6.3769539)"
120,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,877155455,6.3832665,2.3781738,7695913828,6.3830048,2.3783925,37.83,140.3,6.38313565,2.3782831499999997,0,0,0,44,"LINESTRING(2.3781738 6.3832665, 2.3783925 6.3830048)"
121,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,7695913828,6.3830048,2.3783925,7695913827,6.3828355,2.3785253,23.87,142.1,6.38292015,2.3784589,0,0,1,44,"LINESTRING(2.3783925 6.3830048, 2.3785253 6.3828355)"
122,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,7695913827,6.3828355,2.3785253,7695913826,6.3826889,2.3786366,20.42,143.0,6.3827622,2.37858095,0,0,2,44,"LINESTRING(2.3785253 6.3828355, 2.3786366 6.3826889)"
123,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,7695913826,6.3826889,2.3786366,5896209808,6.382533,2.3787332,20.36,148.4,6.38261095,2.3786849,0,0,3,44,"LINESTRING(2.3786366 6.3826889, 2.3787332 6.382533)"
124,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,5896209808,6.382533,2.3787332,5896270559,6.3823783,2.3788297,20.24,148.2,6.38245565,2.37878145,0,0,4,44,"LINESTRING(2.3787332 6.382533, 2.3788297 6.3823783)"
125,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,5896270559,6.3823783,2.3788297,5896209801,6.3821678,2.3789397,26.37,152.6,6.38227305,2.3788847,0,0,5,44,"LINESTRING(2.3788297 6.3823783, 2.3789397 6.3821678)"
126,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,5896209801,6.3821678,2.3789397,3634748109,6.3818991,2.3790607,32.73,155.9,6.38203345,2.3790002,0,0,6,44,"LINESTRING(2.3789397 6.3821678, 2.3790607 6.3818991)"
127,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,3634748109,6.3818991,2.3790607,5896270556,6.3817352,2.3791234,19.5,159.2,6.38181715,2.37909205,0,0,7,44,"LINESTRING(2.3790607 6.3818991, 2.3791234 6.3817352)"
128,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,5896270556,6.3817352,2.3791234,3268777747,6.381529,2.3791849,23.91,163.5,6.381632099999999,2.3791541499999997,0,0,8,44,"LINESTRING(2.3791234 6.3817352, 2.3791849 6.381529)"
129,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,3268777747,6.381529,2.3791849,3270577914,6.3811798,2.3792786,40.19,165.1,6.381354399999999,2.3792317499999998,0,0,9,44,"LINESTRING(2.3791849 6.381529, 2.3792786 6.3811798)"
130,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,3270577914,6.3811798,2.3792786,5953981519,6.3804525,2.3794533,83.14,166.6,6.380816149999999,2.3793659500000004,0,0,10,44,"LINESTRING(2.3792786 6.3811798, 2.3794533 6.3804525)"
131,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,5953981519,6.3804525,2.3794533,4250058231,6.3800056,2.3795735,51.44,165.0,6.38022905,2.3795134,0,1,11,44,"LINESTRING(2.3794533 6.3804525, 2.3795735 6.3800056)"
132,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,4250058231,6.3800056,2.3795735,3705065525,6.3799053,2.3796098,11.85,160.2,6.37995545,2.37959165,1,0,12,44,"LINESTRING(2.3795735 6.3800056, 2.3796098 6.3799053)"
133,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,3705065525,6.3799053,2.3796098,7804269117,6.3796741,2.3796934,27.32,160.2,6.3797897,2.3796516,0,0,13,44,"LINESTRING(2.3796098 6.3799053, 2.3796934 6.3796741)"
134,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,7804269117,6.3796741,2.3796934,5953981518,6.3795275,2.3797605,17.91,155.5,6.3796008,2.3797269500000002,0,0,14,44,"LINESTRING(2.3796934 6.3796741, 2.3797605 6.3795275)"
135,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,5953981518,6.3795275,2.3797605,7770613675,6.3793463,2.3798597,22.94,151.5,6.3794369,2.3798101000000003,0,0,15,44,"LINESTRING(2.3797605 6.3795275, 2.3798597 6.3793463)"
136,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,7770613675,6.3793463,2.3798597,3268777729,6.3791833,2.3799551,20.97,149.8,6.3792648,2.3799074,0,0,16,44,"LINESTRING(2.3798597 6.3793463, 2.3799551 6.3791833)"
137,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,3268777729,6.3791833,2.3799551,7770613674,6.3790077,2.3800608,22.75,149.1,6.3790955,2.38000795,0,0,17,44,"LINESTRING(2.3799551 6.3791833, 2.3800608 6.3790077)"
138,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,7770613674,6.3790077,2.3800608,877155457,6.3788577,2.3801753,20.94,142.8,6.3789327,2.38011805,0,0,18,44,"LINESTRING(2.3800608 6.3790077, 2.3801753 6.3788577)"
139,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,877155457,6.3788577,2.3801753,7770613673,6.3786879,2.3803103,24.06,141.7,6.3787728,2.3802428,0,0,19,44,"LINESTRING(2.3801753 6.3788577, 2.3803103 6.3786879)"
140,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,7770613673,6.3786879,2.3803103,4621559250,6.3785439,2.3804417,21.62,137.8,6.3786159,2.380376,0,0,20,44,"LINESTRING(2.3803103 6.3786879, 2.3804417 6.3785439)"
141,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,4621559250,6.3785439,2.3804417,7770613672,6.3784106,2.3805732,20.76,135.6,6.3784772499999995,2.38050745,0,0,21,44,"LINESTRING(2.3804417 6.3785439, 2.3805732 6.3784106)"
142,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,7770613672,6.3784106,2.3805732,4621559251,6.3782827,2.3807314,22.54,129.1,6.378346649999999,2.3806523000000004,0,0,22,44,"LINESTRING(2.3805732 6.3784106, 2.3807314 6.3782827)"
143,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,4621559251,6.3782827,2.3807314,5848768716,6.3781414,2.3809004,24.41,130.1,6.37821205,2.3808159,0,0,23,44,"LINESTRING(2.3807314 6.3782827, 2.3809004 6.3781414)"
144,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,5848768716,6.3781414,2.3809004,7770591683,6.3780161,2.3810801,24.26,125.1,6.37807875,2.38099025,0,0,24,44,"LINESTRING(2.3809004 6.3781414, 2.3810801 6.3780161)"
145,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,7770591683,6.3780161,2.3810801,330788463,6.3779148,2.3812518,22.07,120.7,6.37796545,2.3811659499999998,0,0,25,44,"LINESTRING(2.3810801 6.3780161, 2.3812518 6.3779148)"
146,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,330788463,6.3779148,2.3812518,5953981517,6.3777975,2.3814717,27.58,118.2,6.3778561499999995,2.38136175,0,0,26,44,"LINESTRING(2.3812518 6.3779148, 2.3814717 6.3777975)"
147,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,5953981517,6.3777975,2.3814717,877155456,6.3777064,2.3816719,24.33,114.6,6.37775195,2.3815718,0,0,27,44,"LINESTRING(2.3814717 6.3777975, 2.3816719 6.3777064)"
148,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,877155456,6.3777064,2.3816719,7770591682,6.3776083,2.3819277,30.3,111.1,6.37765735,2.3817998,0,0,28,44,"LINESTRING(2.3816719 6.3777064, 2.3819277 6.3776083)"
149,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,7770591682,6.3776083,2.3819277,5848768717,6.3775589,2.3821087,20.74,105.4,6.3775836,2.3820182,0,0,29,44,"LINESTRING(2.3819277 6.3776083, 2.3821087 6.3775589)"
150,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,5848768717,6.3775589,2.3821087,7770591681,6.3775177,2.3823246,24.29,100.9,6.3775383,2.38221665,0,0,30,44,"LINESTRING(2.3821087 6.3775589, 2.3823246 6.3775177)"
151,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,7770591681,6.3775177,2.3823246,5848768714,6.377487,2.3825298,22.93,98.6,6.37750235,2.3824272,0,0,31,44,"LINESTRING(2.3823246 6.3775177, 2.3825298 6.377487)"
152,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,5848768714,6.377487,2.3825298,4813798547,6.3774615,2.3827695,26.64,96.1,6.377474250000001,2.3826496500000003,0,0,32,44,"LINESTRING(2.3825298 6.377487, 2.3827695 6.3774615)"
153,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,4813798547,6.3774615,2.3827695,7770591678,6.3774377,2.3830381,29.8,95.1,6.3774496,2.3829038000000002,0,0,33,44,"LINESTRING(2.3827695 6.3774615, 2.3830381 6.3774377)"
154,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,7770591678,6.3774377,2.3830381,3704769525,6.3773346,2.3848865,204.58,93.2,6.3773861499999995,2.3839623,0,0,34,44,"LINESTRING(2.3830381 6.3774377, 2.3848865 6.3773346)"
155,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,3704769525,6.3773346,2.3848865,3268771990,6.3772183,2.3867886,210.59,93.5,6.37727645,2.3858375499999998,0,0,35,44,"LINESTRING(2.3848865 6.3773346, 2.3867886 6.3772183)"
156,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,3268771990,6.3772183,2.3867886,7623570507,6.3771565,2.3879452,128.0,93.1,6.3771874,2.3873669,0,0,36,44,"LINESTRING(2.3867886 6.3772183, 2.3879452 6.3771565)"
157,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,7623570507,6.3771565,2.3879452,5848768692,6.3771298,2.388255,34.36,95.0,6.37714315,2.3881001,0,0,37,44,"LINESTRING(2.3879452 6.3771565, 2.388255 6.3771298)"
158,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,5848768692,6.3771298,2.388255,3634748205,6.3770732,2.3889648,78.69,94.6,6.3771015,2.3886099,0,0,38,44,"LINESTRING(2.388255 6.3771298, 2.3889648 6.3770732)"
159,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,3634748205,6.3770732,2.3889648,5848990354,6.3770592,2.3891321,18.55,94.8,6.3770662,2.3890484499999998,0,0,39,44,"LINESTRING(2.3889648 6.3770732, 2.3891321 6.3770592)"
160,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,5848990354,6.3770592,2.3891321,7623570506,6.3770392,2.3892501,13.23,99.7,6.3770492,2.3891910999999997,0,0,40,44,"LINESTRING(2.3891321 6.3770592, 2.3892501 6.3770392)"
161,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,7623570506,6.3770392,2.3892501,7623570505,6.3770178,2.389344,10.65,102.9,6.3770285,2.3892970499999997,0,0,41,44,"LINESTRING(2.3892501 6.3770392, 2.389344 6.3770178)"
162,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,7623570505,6.3770178,2.389344,7623570504,6.3769872,2.3894539,12.61,105.7,6.3770025,2.38939895,0,0,42,44,"LINESTRING(2.389344 6.3770178, 2.3894539 6.3769872)"
163,74152401,Boulevard de l’Europe,trunk,2,50,asphalt,yes,7623570504,6.3769872,2.3894539,356270175,6.376943,2.3895854,15.34,108.7,6.3769651,2.38951965,0,0,43,44,"LINESTRING(2.3894539 6.3769872, 2.3895854 6.376943)"
164,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,356270231,6.3772967,2.3896421,7623570508,6.3772591,2.389513,14.87,253.7,6.377277899999999,2.3895775500000003,0,0,0,40,"LINESTRING(2.3896421 6.3772967, 2.389513 6.3772591)"
165,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,7623570509,6.3772431,2.3894566,7623570510,6.3772271,2.3893601,10.81,260.5,6.3772351,2.38940835,0,0,2,40,"LINESTRING(2.3894566 6.3772431, 2.3893601 6.3772271)"
166,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,7623570510,6.3772271,2.3893601,2488243364,6.3772209,2.389205,17.15,267.7,6.377224,2.38928255,0,0,3,40,"LINESTRING(2.3893601 6.3772271, 2.389205 6.3772209)"
167,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,2488243364,6.3772209,2.389205,7623570511,6.3772218,2.3890167,20.81,270.3,6.37722135,2.38911085,0,0,4,40,"LINESTRING(2.389205 6.3772209, 2.3890167 6.3772218)"
168,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,7623570511,6.3772218,2.3890167,3634748398,6.3772283,2.3883902,69.24,270.6,6.37722505,2.38870345,0,0,5,40,"LINESTRING(2.3890167 6.3772218, 2.3883902 6.3772283)"
169,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,3634748398,6.3772283,2.3883902,2488243366,6.3772298,2.3882307,17.63,270.5,6.37722905,2.3883104499999996,0,0,6,40,"LINESTRING(2.3883902 6.3772283, 2.3882307 6.3772298)"
170,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,2488243366,6.3772298,2.3882307,2488243371,6.3773139,2.3869794,138.59,273.9,6.37727185,2.38760505,0,0,7,40,"LINESTRING(2.3882307 6.3772298, 2.3869794 6.3773139)"
171,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,2488243371,6.3773139,2.3869794,7804269058,6.3773593,2.3862428,81.56,273.5,6.3773366,2.3866111,0,0,8,40,"LINESTRING(2.3869794 6.3773139, 2.3862428 6.3773593)"
172,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,7804269058,6.3773593,2.3862428,4434239698,6.3774351,2.3850245,134.89,273.6,6.3773972,2.38563365,0,0,9,40,"LINESTRING(2.3862428 6.3773593, 2.3850245 6.3774351)"
173,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,4434239698,6.3774351,2.3850245,2488243379,6.377541,2.3830457,218.99,273.1,6.37748805,2.3840351,0,0,10,40,"LINESTRING(2.3850245 6.3774351, 2.3830457 6.377541)"
174,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,2488243379,6.377541,2.3830457,5848768721,6.3775577,2.3827752,29.95,273.6,6.37754935,2.38291045,0,0,11,40,"LINESTRING(2.3830457 6.377541, 2.3827752 6.3775577)"
175,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,5848768721,6.3775577,2.3827752,2488243380,6.3775896,2.3825258,27.79,277.3,6.37757365,2.3826505,0,0,12,40,"LINESTRING(2.3827752 6.3775577, 2.3825258 6.3775896)"
176,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,2488243380,6.3775896,2.3825258,5848768722,6.3776216,2.3823005,25.15,278.1,6.377605600000001,2.3824131499999996,0,0,13,40,"LINESTRING(2.3825258 6.3775896, 2.3823005 6.3776216)"
177,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,5848768722,6.3776216,2.3823005,5848768715,6.3776696,2.3821262,19.99,285.5,6.3776456,2.38221335,0,0,14,40,"LINESTRING(2.3823005 6.3776216, 2.3821262 6.3776696)"
178,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,5848768715,6.3776696,2.3821262,5848768723,6.3777309,2.3818955,26.39,285.0,6.37770025,2.3820108500000003,0,0,15,40,"LINESTRING(2.3821262 6.3776696, 2.3818955 6.3777309)"
179,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,5848768723,6.3777309,2.3818955,4137973165,6.3778,2.381725,20.35,292.2,6.37776545,2.38181025,0,0,16,40,"LINESTRING(2.3818955 6.3777309, 2.381725 6.3778)"
180,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,4137973165,6.3778,2.381725,2488243382,6.3778766,2.381556,20.53,294.5,6.3778383,2.3816404999999996,0,0,17,40,"LINESTRING(2.381725 6.3778, 2.381556 6.3778766)"
181,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,2488243382,6.3778766,2.381556,7770591673,6.3779735,2.3813698,23.23,297.6,6.37792505,2.3814629,0,0,18,40,"LINESTRING(2.381556 6.3778766, 2.3813698 6.3779735)"
182,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,7770591673,6.3779735,2.3813698,7770591674,6.3780454,2.3812437,16.07,299.8,6.37800945,2.3813067500000002,0,0,19,40,"LINESTRING(2.3813698 6.3779735, 2.3812437 6.3780454)"
183,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,7770591674,6.3780454,2.3812437,7770591675,6.3781467,2.3810747,21.81,301.1,6.37809605,2.3811592,0,0,20,40,"LINESTRING(2.3812437 6.3780454, 2.3810747 6.3781467)"
184,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,7770591675,6.3781467,2.3810747,5848768724,6.3782867,2.3808937,25.35,307.9,6.3782167,2.3809842000000003,0,0,21,40,"LINESTRING(2.3810747 6.3781467, 2.3808937 6.3782867)"
185,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,5848768724,6.3782867,2.3808937,7770613667,6.3784266,2.3807287,23.97,310.5,6.378356650000001,2.3808112,0,0,22,40,"LINESTRING(2.3808937 6.3782867, 2.3807287 6.3784266)"
186,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,7770613667,6.3784266,2.3807287,4137973166,6.3785703,2.3805775,23.12,313.7,6.37849845,2.3806531,0,0,23,40,"LINESTRING(2.3807287 6.3784266, 2.3805775 6.3785703)"
187,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,4137973166,6.3785703,2.3805775,5848768720,6.3787145,2.380427,23.1,314.0,6.3786424,2.38050225,0,0,24,40,"LINESTRING(2.3805775 6.3785703, 2.380427 6.3787145)"
188,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,5848768720,6.3787145,2.380427,7770613668,6.3788931,2.3802781,25.79,320.4,6.3788038,2.38035255,0,0,25,40,"LINESTRING(2.380427 6.3787145, 2.3802781 6.3788931)"
189,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,7770613668,6.3788931,2.3802781,2488243388,6.3790486,2.3801654,21.31,324.2,6.37897085,2.38022175,0,0,26,40,"LINESTRING(2.3802781 6.3788931, 2.3801654 6.3790486)"
190,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,2488243388,6.3790486,2.3801654,5848768719,6.379221,2.3800528,22.85,327.0,6.3791348,2.3801091000000003,0,0,27,40,"LINESTRING(2.3801654 6.3790486, 2.3800528 6.379221)"
191,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,5848768719,6.379221,2.3800528,5848768725,6.3793996,2.3799509,22.83,330.4,6.3793103,2.38000185,0,0,28,40,"LINESTRING(2.3800528 6.379221, 2.3799509 6.3793996)"
192,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,5848768725,6.3793996,2.3799509,2488243389,6.3795574,2.379874,19.5,334.2,6.3794785,2.37991245,0,0,29,40,"LINESTRING(2.3799509 6.3793996, 2.379874 6.3795574)"
193,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,2488243389,6.3795574,2.379874,7804269116,6.3797061,2.3798034,18.28,334.7,6.37963175,2.3798387,0,0,30,40,"LINESTRING(2.379874 6.3795574, 2.3798034 6.3797061)"
194,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,7804269116,6.3797061,2.3798034,2552327935,6.3799286,2.3797177,26.49,339.1,6.37981735,2.3797605500000003,0,0,31,40,"LINESTRING(2.3798034 6.3797061, 2.3797177 6.3799286)"
195,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,2552327935,6.3799286,2.3797177,5896270554,6.3816453,2.3792736,197.1,345.6,6.38078695,2.37949565,0,0,32,40,"LINESTRING(2.3797177 6.3799286, 2.3792736 6.3816453)"
196,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,5896270554,6.3816453,2.3792736,5896270555,6.3818892,2.3792026,28.23,343.9,6.381767249999999,2.3792381000000002,0,0,33,40,"LINESTRING(2.3792736 6.3816453, 2.3792026 6.3818892)"
197,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,5896270555,6.3818892,2.3792026,2488243390,6.3821595,2.3791195,31.43,343.0,6.38202435,2.37916105,0,0,34,40,"LINESTRING(2.3792026 6.3818892, 2.3791195 6.3821595)"
198,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,2488243390,6.3821595,2.3791195,5953981514,6.382417,2.3790242,30.51,339.8,6.38228825,2.37907185,0,0,35,40,"LINESTRING(2.3791195 6.3821595, 2.3790242 6.382417)"
199,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,5953981514,6.382417,2.3790242,5896209805,6.3827076,2.3788981,35.19,336.7,6.3825623,2.37896115,0,0,36,40,"LINESTRING(2.3790242 6.382417, 2.3788981 6.3827076)"
200,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,5896209805,6.3827076,2.3788981,7770073478,6.3829821,2.3787707,33.61,335.2,6.38284485,2.3788343999999997,0,0,37,40,"LINESTRING(2.3788981 6.3827076, 2.3787707 6.3829821)"
201,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,7770073478,6.3829821,2.3787707,5896209804,6.3832193,2.3786433,29.9,331.9,6.3831007,2.378707,0,0,38,40,"LINESTRING(2.3787707 6.3829821, 2.3786433 6.3832193)"
202,74152402,Boulevard de l’Europe,trunk,2,50,asphalt,yes,5896209804,6.3832193,2.3786433,2488243393,6.3833155,2.3785895,12.24,330.9,6.3832674,2.3786164,0,0,39,40,"LINESTRING(2.3786433 6.3832193, 2.3785895 6.3833155)"
203,97253243,Unknown,secondary,2,50,asphalt,yes,2423370672,6.3672494,2.404535,3705034026,6.3673943,2.404409,21.3,319.2,6.36732185,2.404472,0,0,0,30,"LINESTRING(2.404535 6.3672494, 2.404409 6.3673943)"
